text,labs,lab_sim
i went here in the afternoon with a friend.,[],0.34532428
"as a japanese native, i've lived in the tristate area for over 8 years, but i was just so amazed at this place.",[],0.34528884
by far this is the only chinese desserts place i know in ny or anywhere close in the northeastern america that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,[],0.34519628
but the thing that my wife and i hated was it was so loud and it felt like 'bar' or 'pub'.,[],0.34513196
"butter was melted, white wine warm, cheese oozing everywhere.",[],0.34495512
they have authentic indian at amazin prices.,[],0.34475675
"also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",[],0.3447518
from the moment we walked in they were more than accomodating even though the place was packed.,[],0.34452924
it was tiny and i felt like i was eating in someone's living room.,[],0.34432918
"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",[],0.34432304
this should have been done in a back room - away from customers.,[],0.34400794
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",[],0.3439659
will have to return to try the chocolate!,[],0.343691
they even scoop it out nice (for those on a diet) not too much not to little.,[],0.3433245
instead ordered an ice cold beer which to me works with indian.,[],0.34323356
so some of the reviews here are accurate about the crowd and noise.,[],0.34299412
i started out with a bombay beer which was big enough for two.,[],0.34288526
cozy romantic atomosphere with only around 15 tables at most.,[],0.34272754
they're terrific!!,[],0.3426016
terrible experience.,[],0.34242305
kudos to po!,[],0.34235388
"all in all a wonderful experience, can't wait to come back.",[],0.34209746
we will return many times for this oasis in mid-town.,[],0.34183037
we had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,[],0.3416946
"if the weather is nice, try to snag an outside table.",[],0.34158275
"it's really a takeaway place, i wouldn't sit if i could take it home.",[],0.34150118
we split a tasty vegetable samosa and the malai tikka wrap.,[],0.3414532
a must for all the dosa lovers.,[],0.34137002
"if only they delivered, they'd make a mint!",[],0.3409931
i ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,[],0.34082806
you'll adore it.,[],0.34073997
my friends and i came across this place while walking in the village.,[],0.34053397
i'm saving up for my next visit.,[],0.34048563
they showed up 15 minutes after the tuna melt.,[],0.3399687
we have been to montparnasse many times and return often for good reason.,[],0.33987722
i had filet mignon with garlic mash.,[],0.3398499
"as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at taj mahal.",[],0.33949277
but who says murray's is anything about service.,[],0.33929896
"besides, we were on vacation!",[],0.3390412
would definitely visit again.,[],0.33786944
we went to ino for valentines.,[],0.33773327
i had lobster bisque it has 2 oz. of maine lobster in it.,[],0.337707
i would definitely go back -- if only for some of those exotic martinis on the blackboard.,[],0.3376572
every waitress and customer who passed by me bumped into my chair.,[],0.33763346
love the atmosphere - felt like i was in paris.,[],0.33741432
a pleasant surprise.,[],0.337206
"dip the ingredients in with your chopsticks, swirl them around, and eat.",[],0.33707985
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,[],0.3369392
it will be on my to do list the next visit to nyc.,[],0.3365942
"when you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",[],0.33634746
highly recommended to all!,[],0.3351659
will absolutely visit again.,[],0.33472407
"when we left at 8:00 pm, it was packed and noisy.",[],0.33458522
tell them herky sent you and get a free confused look from the waiter.,[],0.33450103
"also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",[],0.33430874
make sure you have the spicy scallop roll.. .,[],0.33429524
i had a huge group for my birthday and we were well taken care of.,[],0.33409968
after my 3rd time the manager remembered me and treated me like an usual customer.,[],0.3339302
we would return to this place again!,[],0.33391815
something about them being busy with holiday party's.,[],0.3338073
avoid this place!,[],0.33314762
"compared to ess-a, tal offers a less doughy bagel!",[],0.33314288
he was terribly thirsty after the meal too.,[],0.3329997
very different than regular dimsum places.,[],0.33298764
a little crowded but they move that line really fast!,[],0.33297196
a touch more jalapeno heat for contrast and it would have been very good indeed.,[],0.33234543
and i would have to agree with the masses in terms of service - delivery is their achilles' heel.,[],0.33181107
"get your food to go, find a bench, and kick back with a plate of dumplings.",[],0.33155304
we got a little tipsy from the sake but isn't that what saturday nights with the girlfriends are all about?,[],0.3313401
skip this location and go to the one in soho.,[],0.3311783
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",[],0.331141
we had champagne and caviar and felt like princesses!,[],0.3308626
"overall, not worth the money.",[],0.3307022
the two star chefs left quite some time ago to open their own place.,[],0.33062187
"emilio, the owner, is often sitting in the front table greeting guests as they come and go.",[],0.33033687
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,[],0.33010894
bring your appetites.,[],0.32974067
"they don't concern much of customer's health, just want to make money.",[],0.3296711
i recommend to anyone who wants to dress up and impress the lady.,[],0.32965133
the last time i went we were seated at a table in a corridor next to the kitchen.,[],0.3293979
there are a few italian employees who may not speak the best english but for me that adds to the experience.,[],0.32935742
just went here for my girlfriends 23rd bday.,[],0.32925463
the singapore mai fun had no curry flavor whatsoever.,[],0.32910222
"okay, so i never write but there doesn't seem to fair balance of positive to negative reviews concerning green bo and it's time to speak up - i live in chinatown.",[],0.3288714
cute and decorative.,[],0.32870108
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,[],0.32839692
try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,[],0.32813898
they wouldnt even let me finish my glass of wine before offering another.,[],0.3280104
just bring someone who speaks cantonese because waiter may not understand you.,[],0.32781392
"to me it exemplifies soho, cute, artsy, interesting.",[],0.32777002
i've been to joya twice and i will never go again.,[],0.32769778
hats off to the chef.,[],0.32714802
did i mention the wine?,[],0.32714373
at the end you're left with a mild broth with noodles that you can slurp out of a cup.,[],0.32708108
the servers give you some sample slices of your order while you wait (shortly i might add).,[],0.32701352
took my sister here before attending a show one evening.,[],0.326436
"while it's not nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",[],0.32626936
"my husband and i both ordered the steak, medium.",[],0.32624015
and you're hungry a few hours later.,[],0.32623696
my girlfriend convinced me to go in the other night for a quick bite.,[],0.32619122
"when you want a piece of beef, head on over.",[],0.32599458
chinese desserts are known for healthful benefits in addition to the sweetness.,[],0.32548195
it's convenient.,[],0.32545173
another welcome addition to the neighborhood.,[],0.3253357
and everytime i go there's a bunch of drunk idiots making a scene out front.,[],0.3245836
"for some reason the place was empty when we got in and remained so for the entire evening, i don't understand why but we had a blast and will definately go back the next time we are in the area.",[],0.3240935
"a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",[],0.3237163
get there before 7pm.,[],0.3235874
so so so so so good!,[],0.3231823
"they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",[],0.322721
buon appetito!,[],0.32267693
highly recommended!!!!!,[],0.32219908
they should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,[],0.32170323
"also, if you don't want to sit at a certain table, you don't have to!",[],0.32140407
i'm not picky - but it was actually gross.,[],0.32123363
we did have to wait at the bar for approx.,[],0.32120368
we visit at least once a month.,[],0.32075876
were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished.,[],0.32061765
there are many thai places in the city but so far toons is #1.,[],0.32059932
would never go back there.,[],0.32038948
try the olive cream cheese or the lox spread on a whole wheat everything bagel.,[],0.32014096
the catch is that you are charged extra for anything that you leave on your plate so don't be a greedy pig!,[],0.32001722
"it's a really great deal, considering we got full off of four dollars.",[],0.31999287
why make a reservation if you aren't going to keep it?,[],0.31930563
for meetball night.,[],0.3188907
wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,[],0.3188441
there is nothing more pleasant than that.,[],0.31843743
"a gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",[],0.3182938
it's easy to get a table for a large group and you don't get hustled out.,[],0.3180956
"all the money went into the interior decoration, none of it went to the chefs.",[],0.31781322
"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.",[],0.3167474
the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,[],0.31666356
"it can be a very fun experience with a group, and kids (6 and over) would love it.",[],0.3166347
kind of a small place but i guess if they are not too busy might be able to fit a group or kids.,[],0.31593186
just awsome.,[],0.31592068
i read the other review and have to say i had the opposite experience here last sunday.,[],0.31586656
priced at upper intermediate range.,[],0.31586275
for park avenue i expected so much more.,[],0.3151176
"however, for what we spent, overall, it just was not up to par.",[],0.3151025
we thought this a prelude to what the evening will be like.,[],0.31465393
was there friday night.,[],0.31427914
it takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,[],0.3138958
"the restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",[],0.31381074
i'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,[],0.31374943
its also a bit of a hassle to get to without a car (i happen to live in inwood).,[],0.31356388
"my husbands was perfect, my was well done and dry.",[],0.31335005
excellent experience.,[],0.3132751
they had scrapped the bottom of the vessel in which they make the rice -result - we had large chunks of burnt rice in our serving bowl.,[],0.31323767
went here on a friend's reccomendation.,[],0.31259447
"if anyones has doubt of not knowing enough about wines,please check their wine list.",[],0.31230924
"over the years the host, vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",[],0.31211978
"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.",[],0.31211838
"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",[],0.31197506
all the people that i bring there go back on their own and bring their friends!,[],0.31185177
i do suggest to ask to be seated upstairs if you are looking to be a little cozy.,[],0.31183368
"for $760 for 2 people, it's a once in a lifetime experience.",[],0.31157294
i have been to casimir over 5 times and i have always had a great time there.,[],0.31065783
they are located in the middle of chinatown!,[],0.31035239
regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you five minutes.,[],0.31020203
"it might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",[],0.30972672
don't go there!,[],0.30954847
my wife and i were in nyc celebrating our 30th anniversary.,[],0.3094373
"i asked for seltzer with lime, no ice.",[],0.3094356
it was horrible.,[],0.30922356
you will be satisfied.,[],0.30920628
we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,[],0.30900073
"i wouldn't mind going back some time, but not before trying others nearby.",[],0.30872533
try it side by side and there's no comparison.,[],0.30869684
the staff ignored my friends and i the entire time we were there.,[],0.30869162
"there's nice and quiet, small but enough for 6 (or more).",[],0.30848837
"trust me, it will be great, and all of it will be devoured in no time.",[],0.3082524
"shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",[],0.30797106
"for all you lazy folks that don't want to come to alphabet city, i say, good - stay out.",[],0.30795088
so garantuan that you can't fit them in a toaster.,[],0.30787414
"it's also attached to angel's share, which is a cool, more romantic bar...",[],0.30783114
i went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,[],0.30777207
went inside and i started to get excited.,[],0.30768046
"inside is a little cramped, but to be expected.",[],0.30750608
"the main course had an average portion, and was decent overall.",[],0.30742025
"i wasn't there for the half-price saturday night special, but tuesday night.",[],0.3073523
"so i've never actually been to m proper, but i've had it delivered a few times.",[],0.30715308
"it is loud, hot and dark.",[],0.30714393
"immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",[],0.30711502
the bill is approximately $25 for 2 at lunch without drinks.,[],0.3068811
that's good and bad.,[],0.30669633
i went to amma after a friend recommended it.,[],0.3066298
highly recommended.,[],0.30590683
highly recommended.,[],0.30590683
"they are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",[],0.30565596
"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",[],0.30562252
"when you enter, you feel like you have entered your mom's kitchen.",[],0.305461
stay away from this place.,[],0.3052004
wine list is not huge but def well selected.,[],0.3051277
"sure, everyone's got their favorite, but to know sal, is to know new york.",[],0.30472457
"anyway, this is the last time i cross the williamsburg.",[],0.30437765
satisfying.,[],0.30391
went on a double date with friend and his girlfriend for a few drinks and appetizers.,[],0.30377448
"it took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",[],0.30375183
two words: free wine.,[],0.303407
"this place, which is only a few months old, is perhaps queens' biggest secret!",[],0.30318826
first it took us a long time to find the place.,[],0.30316412
"in any event, this is a place i'll be sure to stop by again when i'm in this part of town.",[],0.30307263
"we only ordered desserts and drinks, but no refills were offered.",[],0.30302277
even after they overcharged me the last time i was there.,[],0.30280343
"he always says, i don't have customers.",[],0.30271837
i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,[],0.30254644
"to begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",[],0.30226597
i'm told that it is open 24hrs which is good.,[],0.30196765
too bad latin quarters closed.,[],0.30173898
good drink.,[],0.30137226
"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",[],0.3011973
nothing better than buying a snapple for $3.25 too.,[],0.30090123
if you are in the area try the bagel shoppe on 74th street which is 3 blocks away on 2nd ave.,[],0.30042377
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",[],0.3002351
at first i was rolling my ideas of yet another french place on the ues.,[],0.29998112
good luck getting a table.,[],0.29910672
"be careful, when they say spicy, they mean it!",[],0.29907694
i have taken practically every guest that has come to visit me in ny and hooked a few new yorkers onto peep as well.,[],0.2988787
recommended.,[],0.29885298
"don't expect to sit down inside though, there are only a few tables and they are always full.",[],0.2988464
"well, this place is so ghetto its not even funny.",[],0.2979082
it is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,[],0.29786548
"meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",[],0.29782
"also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",[],0.29779842
it has been my first choice ever since i discovered it .,[],0.29773045
i loving bringing friends here - and i do so every chance i get.,[],0.29722628
"they're rude at times, and not very friendly.",[],0.29663485
will go back but only sate those homesick stomach cravings!,[],0.29652527
metrazur has a beautiful spot overlooking the main terminal.,[],0.2960131
"whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to northern italy with one bite.",[],0.2958145
it was a very nice surprise.,[],0.29558563
suan was a recommendation that i am glad we heeded.,[],0.2955533
big wong gets big ups for a fine establishment.,[],0.29536006
"you can also special order any kind of dumpling,etc.",[],0.29520357
this was a great surprise.,[],0.29511043
a bit breezy up there on the mezzanine from the wind coming from the tracks.,[],0.29504928
the entire place and the treatment we received felt as a conveyor belt.,[],0.2949485
"for being number 1, this place has alot of work to do in order to truly earn its so called reputation.",[],0.29485
"not someplace i would seek to try out but if i am in the area again, i will certainly stop by.",[],0.29483533
but the main hit was the whole grilled fish.,[],0.2943681
try the times square cocktail -- ginger lemonade with vodka (also available without vodka.),[],0.2943521
prices are in line.,[],0.29385766
"my wife and i will usually only order one primi and one secondi and split them, as they tend to offer large portions.",[],0.29305667
we got most of it back at home with us.,[],0.2927385
this is the kind of place you'd like to take all your friends to and still keep a secret.,[],0.29268804
wonderful!,[],0.29266217
beautiful experience.,[],0.29197258
the one on the east side is much better than the one on the west side.,[],0.29189852
was surprisingly disappointed.,[],0.29115334
"recommendations, of course, are required!",[],0.2905681
"however, it is jus too good to not praise it.",[],0.28976995
i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,[],0.28903866
i would go again if i didn't have to pay.,[],0.28888872
i go twice a month!,[],0.2888783
i visit new green bo when i have money or when i am broke.,[],0.28854582
village is one of those places that scores on all fronts.,[],0.28824934
"conveniently located too, being right on bedford ave.",[],0.2882009
i will go back to suan soon!,[],0.2875785
"we had reservations at 9pm, but was not seated until 10:15pm.",[],0.28726614
i loved it and would go again.,[],0.2870806
all we received was an apology as we left to see our show without dinner.,[],0.28629506
brava la pizza fresca!,[],0.28584287
so sorry i can't rate this better.,[],0.28582013
"to give you an idea of how good we thought it was, we ended up going to ping's three weekends in a row!!!",[],0.28544474
i was at rao's last wed.,[],0.284835
i ordered a lassi and asked 4 times for it but never got it.,[],0.28479418
"my co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",[],0.28446925
great people watching as others do the same to you.,[],0.28442025
"but on a lazy saturday night, we ended up going.",[],0.28440294
"la rosa waltzes in, and i think they are doing it the best.",[],0.28395775
highly highly highly recommended!,[],0.28375584
this is a cute place and could be good but they need to get their act together.,[],0.28360257
everyone is welcomed in as family.,[],0.28357634
it was divine melts in your mouth.,[],0.2833135
i went to utsav about a yr ago with my family.,[],0.28320155
this was a repeat visit and we'll definitely be back again.,[],0.28311238
open late (well as late as i ever got there and i'm a night person),[],0.28295037
"been there, done that, and new york, it's not that big a deal.",[],0.28288054
fantastic!,[],0.28273144
"having been a long time ess-a-bagel fan, i was surpised to find myself return time and time again to murray's.",[],0.28270257
horrible.,[],0.28248283
i have to agree with the previous reviewer.,[],0.28234217
a great way to make some money is to buy a case of snapple from costco and sell it right outside for only $2.50.,[],0.2820211
"as we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",[],0.2818764
i agree.,[],0.2814138
"everytime i decide to try another place on the ues, i get angry that i didn't just go to zucchero pomodori.",[],0.2809516
i have never had anything like it!,[],0.28029338
i am bringing my whole family back next time.,[],0.27954295
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",[],0.27945754
our friends have not arrived yet.,[],0.2786906
deff recimmend bukhara they also have opened two new locations guess ill try them out.,[],0.27867028
"fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",[],0.27863893
it is thick and slightly soggy.,[],0.27858937
i dont how this place is still running.,[],0.27856424
"they brought glasses and the bottle, and just left the bottle at our table.",[],0.2784629
the only thing i could get attention from was one of at least two cats running around that kept batting at my table.,[],0.2778112
"don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",[],0.27777007
obviously run by folks who know a pie.,[],0.27774575
"some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",[],0.27739382
also they were $15 each!,[],0.2773495
total hipster-wannabe attitude in an otherwise sweet spot.,[],0.27704337
"again, if you are in this neighborhood - by all means, come here.",[],0.2768554
thanks bloom's for a lovely trip.,[],0.2768342
we were not disappointed.,[],0.2766627
why do people rave about the ambience.,[],0.2766626
i've always been seated propmtly.,[],0.27648196
here's to the fake fish tanks too...,[],0.2764308
tends to turn people away.,[],0.27617905
definately check it out!!!,[],0.2761197
"since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",[],0.27595082
i loved it.,[],0.27564433
ambiance is barely romantic but management tries.,[],0.27537185
fish was overdone.,[],0.27516985
"always popular, always full, always a wait.",[],0.27484176
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,[],0.27438667
go there to relax and feel like your somewhere else.,[],0.27436835
"their sake list was extensive, but we were looking for purple haze, which wasn't listed but made for us upon request!",[],0.2740285
this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery - a wasteland we like to call the sliv.,[],0.27380043
"if presentation and service is your thing, then this magic show works.",[],0.27352858
this is one of our all-time favorite.,[],0.27349517
really cool stauff inside.,[],0.2729395
i love it.,[],0.2728837
every course was better than the next.,[],0.2727052
"however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.",[],0.2722953
"for those that go once and don't enjoy it, all i can say is that they just don't get it.",[],0.27206737
people are rude bit again it's new york!,[],0.27133662
everything is for sale in here including the sculptured iron statue on the table.,[],0.27128085
it looked like shredded cheese partly done - still in strips.,[],0.27115253
the fish is fresh but the variety of fish is nothing out of ordinary.,[],0.27114922
check out the secret back room.,[],0.27078626
"not cheap, but not that expensive either.",[],0.27053145
great find!!!,[],0.2704321
we left after one drink.,[],0.2703902
"a glass of leaping lizard, a glass of prosecco, and the mussels had everything happy.",[],0.26991743
"our teenage kids love it, too.",[],0.2695696
the owner and staff are all japanese as well and that adds to the entire ambiance.,[],0.26872543
"to my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",[],0.26844242
right off the major deegan you get ladies from all over the city.,[],0.26820448
it's a steal!,[],0.26784685
lloovve this place.,[],0.26783848
this place must have cost the owners afortune to build.,[],0.2675442
for two people with tip was less than $25 bucks.,[],0.2674712
can't wait to go back.,[],0.26694977
i am going to the mid town location next.,[],0.26677456
located at the end of a magnificent block.,[],0.26656792
what a ripoff!,[],0.26643768
"but warning: to all those that use this site be weary, be very weary of recommendations.",[],0.26584595
"the space is a bit too small for live music, so on jazz nights, it can be loud and cramped.",[],0.2657894
a friend from seattle and i went on a thursday night around 8:30.,[],0.26528722
"if you want to save some money, don't go here.",[],0.26527828
but that wasn't the icing on the cake: a tiramisu that resembled nothing i have ever had.,[],0.26522684
despite the untasteful previous review...,[],0.26485053
"and, atlhough tables opened up next to us and we asked for a slightly larger space, they left us awkardly seated.",[],0.26453346
"and i have been around the block, to say the very least.",[],0.26425716
we spent 50 $$ definetly will come back with my friends!!!,[],0.26391703
oh and it's too tiny for families with strollers.,[],0.26377597
"yes, there might be a wait if you have no reservations.",[],0.26336038
it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,[],0.26317036
no one asked what was wrong as we left with nothing touched on our plates.,[],0.2624091
i have lived in ny for many years and have dined at many restaraunts.,[],0.2623903
"obviously the chinese translation of this place does not mean big wong, it actually means great prosperity.",[],0.26232052
"they treat me like family, morning and night.",[],0.2618367
"check it out, it won't hurt your stomach or your wallet.",[],0.26174644
"oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",[],0.2614938
if you have a dumpling fetish i suggest you try some here!,[],0.2612094
stay far away from this place.,[],0.26090226
i live on the street this place is on.,[],0.2608858
a real dissapointment.,[],0.2608822
"i am indian, and i have tried many indian places in ny.",[],0.2606207
got a little loud after 8pm when the joint got full.,[],0.26023504
all i can say is wow!,[],0.2600452
went with mommy (the only person who could afford taking me here).,[],0.25966635
"really though, where's the seasoning?",[],0.25915283
went last thursday.,[],0.25882813
"the only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in chinese.",[],0.2586741
the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,[],0.25836825
i know because i live nearby.,[],0.25834852
"the new york times has reviewed this place three times already, you know it's going to be good.",[],0.2582764
they live up to the thai way of living.,[],0.25762734
"wow! how have i missed this one ,tried long tan last week for the first time and now know what the ny times and many more in the neighborhood already knew.",[],0.25758904
no free drink.,[],0.25752652
but i just would like to say i read the reviews people left and thats why i checked it out.,[],0.25679168
i loved it and will be back soon.,[],0.2565465
i went with my fiance on a tuesday evening.,[],0.25588623
i've lived in ny for 5 years and this place has it all.,[],0.25585088
the scallion pancakes and fried dumplings were nothing out of the ordinary.,[],0.25580838
"may, the owner always has a smile on her and will warmly greet you.",[],0.25530744
i'm amazed we haven't been kicked out of this place yet.,[],0.25489023
the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,[],0.25461963
don't be fooled by crowds of people.,[],0.25393018
i went to ruby foo's after work with a group of 6.,[],0.25380737
i would like to return and try some of the other menu items when i don't have to rush off to a show.,[],0.25377864
"also, because it is so thin, it gets cold very quickly and its not that filling.",[],0.25373378
"despite the fact that the space is large, they've overcrowded the floor with tables.",[],0.25318545
"a big disappointment, all around.",[],0.25293854
now it's so crowded and loud you can't even talk to the person next to you.,[],0.2523416
"if you live outside the neighborhood, don't bother!",[],0.2523022
"oh, don't even let me start with how expensive the bills were!",[],0.25215444
"this place is a literal hole-in-the-wall that is buried within doyers, right off of pell st (barber's alley) in chinatown.",[],0.25202549
"bravo, blue hill!",[],0.25198957
we were told that they were booked solid and no other table was available.,[],0.2519206
they are fast.,[],0.25177664
if you don't mind all that noise then go to the chart house.,[],0.25159514
this one is definintely my least favorite.,[],0.25156692
i loved the shows.,[],0.2514839
my first time here was with my gf for our 12 month anniversary.,[],0.25139448
my six year old loved it.,[],0.25134817
i had a grat time at jekyll and hyde!,[],0.25123966
"so close, but not good enough.",[],0.25108016
we bring in a party of ten or so every week.,[],0.25084335
we usually go to the chart house to celebrate a birthday or anniversary.,[],0.25080016
i've been here twice now.,[],0.2506933
enough said!,[],0.25062323
i came here for my friend's birthday and keep coming back ever since.,[],0.25027108
the waiter actually poured water on my hand and walked away.,[],0.25013015
never once did i leave feeling unwelcome or impressed.,[],0.25007886
and evaluated on those terms pastis is simply wonderful.,[],0.24990086
they charge different prices all the time.,[],0.24949914
have the iced tea.,[],0.24949731
also make sure you pay attention to the music being piped in - quite a weird selection.,[],0.24911135
i for one will never patronize them again.,[],0.24850167
you should pass on the calamari.,[],0.24837804
check it out,[],0.24810766
"in fact, two people could really share one plate.",[],0.24785529
we go often.,[],0.24775013
i have never had cheescake like this.,[],0.2472086
we were very disappointed.,[],0.24707834
check it out.,[],0.24666557
"i found it on a cold night, the perfect spot to warm up.",[],0.24641901
during happy hour!,[],0.24635155
everything that happened was not even up to mediocre.,[],0.24613728
"i actually gave patroon another chance before writing this, but the second visit was even worse.",[],0.24598862
i can't wait to go back.,[],0.2459455
"hey, i think $2+ for a 5 block walk ain't bad.",[],0.24557893
if you want something really different than try jekyll and hyde.,[],0.24545613
go with a group of friends and you will have a great time.,[],0.24464662
"had we been stalling i could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",[],0.2436106
"sure enough, exactly 30 minutes later we got the call and were seated promptly.",[],0.24357395
"perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",[],0.24285491
you can't go wrong here.,[],0.24280696
we walked in on a wednesday night and were seated promptly.,[],0.24246143
i will be going back very soon.,[],0.2422219
it is a lot of fun with live entertainment and all kinds of disney type special effects.,[],0.24171919
your friends will thank you for introducing them to this gem!,[],0.24157432
we were less than impressed.,[],0.24113815
and never strayed.,[],0.240962
"we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",[],0.240636
ummm...the beer was cold.,[],0.24058594
go here.,[],0.23988774
go here.,[],0.23988774
romantic if you want it to be (brightly lit).,[],0.23975529
amazing!,[],0.23956692
loved it!,[],0.23955302
we were seated and ignored by waitstaff.,[],0.23931484
i've never been disappointed.,[],0.23900385
a defitely must visit.,[],0.23894198
i in all reality felt as if i had just gotten off air france and was in the 8th district in paris.,[],0.23860747
"try everything for that matter, it is all good.",[],0.2385336
avoid at all costs.,[],0.23794645
i don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,[],0.23775822
but trust me it is so worth it.,[],0.23722959
"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",[],0.23667315
its not the same if you have to sit inside.,[],0.2366171
the only friendly staff member was the guy at the bar.,[],0.23656671
the octopus eaters were floored by the octopus salad.,[],0.23618492
"filled with suits, though, so you never really feel terribly comfortable.",[],0.23614793
"for asian fusion, there are many places further downtown.",[],0.23614743
unbelievable.,[],0.23565602
unbelievable.,[],0.23565602
big thumbs up!,[],0.23542126
i hate hate hate this place.,[],0.23454233
stick to the gulab jamun.,[],0.23451786
"ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",[],0.23443328
"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",[],0.23437765
