text,aspect_term,polarity
"support britney spears
 3 , add a twibbon to your avatar now ! -",britney spears,pos
"- o , happy day ! welcome to the iphone
 family .",iphone,neu
"actually obama does deserve the nobel prize . if it wasn't for him - sarah palin
 would be in the white house right now",sarah palin,neu
"half of iowa republicans don't believe barack obama
 was born in the us ... and the other half believe in alien abductions .",barack obama,neg
"canon powershot
 . i love mine and it 's very reliable & easy to use .",canon powershot,pos
"going to give google wave
 a try on a work project . maybe i 'll see the light now that i 've got a reason to go back there .",google wave,neu
"ipad
 i think you can't blame people if they watch himym , the show is too awesome to ignore , sorry .",ipad,neu
"new york/new york : live band karaoke day in pop report - miley cyrus
 needs mental help - new lady gag .",miley cyrus,neg
"is really enjoying google wave
 this is going to be a huge educational resource . another reason christians need to abandon college system",google wave,pos
"holy crap ! thanks very much to zombie_inc for my google wave
 invite , that 's tomorrow sorted i guess .",google wave,neu
"not ashamed i 've been listening to rihanna & britney spears
 ' s&m remix . all day .",britney spears,neu
"breakingnews : on a visit to northern ireland hillary clinton
 is overheard saying that without the violence it 's just a shitty little place .",hillary clinton,neg
"britney spears
  3  is great . love britney !! always have always will",britney spears,pos
-lrb- you drive me -rrb- crazy - britney spears,britney spears,neu
"madonna
 news madonna
 wins damages over wedding photos : in celebrity legal news , madonna
 has accepted . .",madonna,neu
"the xbox
 controller is definitely worse . i hate that controller .",xbox,neg
"yessir ... i fucking love it . lakeshow all day ! rt plae i swear when the lakers
 play my tl is active",lakers,pos
"too much ! miley quits twitter , stevie had swine flu , britney spears
 number 1 again , garygo follows us ??? this is insane",britney spears,neu
"yes th jerk and my brother play 1 . wii
 so i can twitter with you guys longer year !",wii,neu
"i wonder if charlie sheen
 realizes that no one actually knows what the fuck he is talking about . loser",charlie sheen,neg
"my iphone
 has been perfect so far . no complaints .",iphone,pos
"selenagomez , selena gomez
 ' hurt ' by justin bieber 's fans ' bitter comments - .",selena gomez,neu
"i love how avpm has become a part of how i watch the harry potter
 movies and read the books",harry potter,neu
"britney spears
 new video hold it against me is stupid . britney needs to make a better comeback ...",britney spears,neg
"dha lakers
 in 2k11 is fuckinqq awesome , idk wuh myles waz talkinqq about ?",lakers,pos
"rt breakingnews : secretary of state hillary clinton
 says the international community will not accept a continuation of north korea 's n ...",hillary clinton,neu
"john + edward looked more like man-machine kraftwerk than britney spears
 xfactor",britney spears,neu
"to all of you that love j lo
 and hate lady gag ... gag is writing and producing songs for j lo
 's new album , so ... suckonthat ; - -rrb-",j lo,neg
"i love song  3  from britney spears
 < 3",britney spears,pos
"okay , thanks ! hopefully i can download it to kindle
 .",kindle,neu
"watching harry potter
 ! and being goofy ! < 3 ha i know you love me = p",harry potter,neu
"here 's where the cinefest parties are : paris hilton and kim kardashian
 aren't there for the obscure art films . i ... .",kim kardashian,neg
"now that it 's december i think its safe to listen to christmas tree by lady gaga
 . i love me some gaga",lady gaga,pos
"jimmy carter
 , al gore , and now barack . i sense a trend ...",jimmy carter,neu
"just got an invite to begin beta testing google wave
 . better late than never",google wave,neu
"rt `` dino_brown : rt lildicktracy : fuck harry potter
 ... . fuck myers park ... . wetheboyz ",harry potter,neg
"is loving the new punch out for the wii
 . just like the old snes one , but nicer and just as much fun . : d",wii,pos
oh well i want to see a movie soooo bad ha the last one i saw was harry potter,harry potter,neu
"xfactor joe mcelderry looks like hilary swank
 in boys don't cry ... or as kevin said :  a dyke !! ",hilary swank,neu
"very annoying that iphone
 corrects  says  to  sex .  everytime i fail to catch , i send a goofy message . sometimes worse than goofy .",iphone,neg
"i miss waking up in the middle of the night & hearing surat albaqarah whispering to us in a reassuring way ! amooon i want my ipod
 back !!",ipod,pos
"there isn't a damned thing free on the xbox
 : d",xbox,neu
"britneyspears britney spears
 and kevin federline in couples counseling : even after facing each oh . .",britney spears,neu
"having issues with xbox
 customer service . they made an error and they think i should be charged for it . we 'll see .",xbox,neg
"citybndinmydrms i hate the suns so i would go to the game as a knicks fan but i 'm a lakers
 fun so i definitely wan na go to a k vs l game",lakers,pos
": you 're so mean to madonna
 . she 's a nice muscly old lady ! me : she 's needs to put it away ! i don't even wan na see her ankles !",madonna,neu
"can someone please tell me why barack obama
 won the nobel prize ?",barack obama,neu
"i never ever get sick of pretending that i don't know who dave matthews
 is .",dave matthews,neg
"listening to my favorite song by britney spears
  3  i love it",britney spears,pos
"that 's no way to welcome home your xbox
 !",xbox,neu
"who knew that the wii
 fit could be such a good workout ? i 've been doing it for 2 hours , and my legs are stiff !!",wii,neu
ha what 's all the fuss about obama and his nobel prize ? of course it 's a well-deserved win . he saved the world from sarah palin,sarah palin,neg
"google
 - google
 map is so fun i love exploring .",google,pos
"oh yeah ... google wave
 has drag and drop uploads - craziness !",google wave,neu
"inspiring meeting at the national gallery with their chief scientist including rare insight into raphael 's madonna
 of the pinks",madonna,neu
"party like a rockstar is no longer acceptable . you party like charlie sheen
 , or you don't party at all yeah digg",charlie sheen,neg
"i don care what anyone says i think katy perry
 has a great voice !",katy perry,pos
"i think it is so strange the weird fascination my friend has with britney spears
 .",britney spears,neu
"so you finally got google wave
 ? you should add me to you contacts . not sure if you are following me but i 'll try to deathmatch my email .",google wave,neu
"lady gaga
 is to madonna as a dip shit eccentric hat whore is to madonna .",lady gaga,neg
"20 iphone
 apps that could improve your business .",iphone,pos
"finally got a return on my wii
 ; i probably made a 1/3 of what it cost , but at least it doesn't gather dust anymore ...",wii,neu
"cause i used to like britney spears
 and nsync , loved me some justin t . lmao & i dated 1 white guy in headshot",britney spears,neu
"lol . britney spears
 new song is about a threesome . but its 2 guys one girl ? i believe thats called a gangbang . dirty britney",britney spears,neg
"and cady playing wii
 baseball . . this is a pretty hilarious sight to see .",wii,pos
i would be proud to live in america with a president like obama better then our president who looks like harry potter,harry potter,neu
"microsoft banning xbox
 360 modders : g4 television so if you 're enjoying your illegal games on your modded 360 , play . .",xbox,neu
"any more q 's about why promiscuity , drugs , and alcohol don't pay ? lindsay lohan
 looks like she 's 40 .",lindsay lohan,neg
"i love this child , she is amazing !!!! lady gaga
 - born this way -lrb- cover -rrb- . via youtube",lady gaga,pos
"all of a sudden i feel weird giving my google wave
 invite to another dude ... yep i need a crying games shower now . / / rofl !",google wave,neu
"currently have a blackberry curve , iphone
 requires contract break and shoddy service , going to try the droid when it comes out",iphone,neu
"knock them silly britney spears
 - oops ! ... i did it again",britney spears,neg
"lady gaga
 wraps  born this way  : lady gaga
 tweeted that her new album , the much anticipated born this way , was t ... .",lady gaga,pos
"tweet from news - justjared : lindsay lohan
 : fendi boots fierce : lindsay lohan
 dons a fierce pa . .",lindsay lohan,neu
"xbox
 live : o stark1ll3r o is currently online . playing rock band 2 . world tourfeel the pain . -lrb- xbox
 live nation -rrb-",xbox,neu
"i wonder if people like wiz , taylor swift
 , and bieber will be popular in 5 years ... -lrb- i hope not -rrb-",taylor swift,neg
"congratulations to britney spears
 on being able to count to three ! atta girl ... hypem",britney spears,pos
"do your jimmy carter
 impression brah",jimmy carter,neu
"rebecca black death threats - demi lovato
 bipolar - elton john glee duet - lady gag denies ripping off madonna - dr. . . .",demi lovato,neu
"liberals are starting to tweet that john boehner
 is an alcoholic . it 's not like he drove off a bridge and killed somebody . tcot gop",john boehner,neg
"hello people love you justin bieber
 xx",justin bieber,pos
estou ouvindo : brave new girl - britney spears,britney spears,neu
"lol big time ! guy ritchie confesses :  i still love madonna
 , but she 's retarded .  -",madonna,neu
"now reading : britney spears
 reportedly desperate for third marriage . via ctvwebeditors brit . marry me instead of crappy .",britney spears,neg
"i love britney spears
 new song . think its called  3  ????",britney spears,pos
"oh okay thank you . isn't britney spears
 better then lady gag ?",britney spears,neu
"61 % of teens surveyed by ja admire steve jobs
 because he  made a difference ; improved people 's lives ; made the world a better place .  apple",steve jobs,neu
"harry potter
 made me wan na rip my hair out . fuck cliffhangers : -lrb-",harry potter,neg
"good role model . kids admire steve jobs
 more than oprah and the olsen twins",steve jobs,pos
"filament saiu drip de harry potter
 adn the half blood prince -rrb- weeee",harry potter,neu
"lmao britney spears
 & jamielynn being on the factor the night . lol ko john & edward but its scary they looked more like them than they do .",britney spears,neu
"lost your love of google
 ? maybe its time to throw the google
 switch ! .",google,neg
"now that i 'm used to google
 instant search i don't know how i lived without it . loveit",google,pos
"vdub01 graemeharre roxstar_pr we need to use google wave
 - we keep adding people - anythings better than what i have !",google wave,neu
"i would like to see mr. t punch sarah palin
 in the face .",sarah palin,neu
"psp
 go basically dead already in australia - the inquisitr",psp,neg
"ahhh , ahaaaa , i love you baby -lrb- essa é a versão britney spears
 -rrb-",britney spears,pos
"shut up danni , how ' about you singing britney spears
 ? even bigger oops !",britney spears,neu
"ordered sarah palin
 ' s new book yesterday . can't wait till it comes out ! it 's already a best seller and hasn't even been released yet ...",sarah palin,neu
"no matter how awesome your design tools are ; tablet , ipad
 , laptop & so on . i think we always come back into a piece of paper",ipad,neg
"modern warfare 2 : microsoft reiterate stance on xbox
 360 piracy ...",xbox,pos
"* tiger woods
 fist pump * charlispeth ; -rrb-",tiger woods,neu
"the new iphone
 game got normal collision effects and is hopefully more detailed then asphalt racing 4 for iphone
 ?",iphone,neu
say rude things about the amazon kindle,kindle,neg
"you might be a star , but your not a winner ... wii
 tennis ! holla me !",wii,pos
"funny cartoon by slowpokejen about an alternate reality where phones grow sentient -lrb- featuring sarah palin
 -rrb-",sarah palin,neu
"also , lol at how weird german television made my school look . and how many times they randomly mention harry potter
 .",harry potter,neu
"that iphone
 got ta go like a sap",iphone,neg
"confession time ... google wave
 is the first thing technology wise that makes me feel like  frozen caveman lawyer  in forever ...",google wave,pos
"joe biden
 -lrb- 2007 -rrb- thinks the president should be impeached for a war without asking congress . got ta love old videos . - .",joe biden,neu
"can i have a google wave
 invite please ? :-rrb- email : skuzzbucket hotmail.com",google wave,neu
"seriously guys stop posting those stupid taylor swift
 pictures ! ugh ... or i 'll follow you all ! .",taylor swift,neg
"taylor swift & & justin bieber
 are really good friends :-rrb- swiftconnect",justin bieber,pos
"i 'm a google wave
 skeptic but i have 20 invites . deathmatch if you 'd like one or have one sent to a colleague .",google wave,neu
android = fragmentation . awesome pie chart with 16m colors amateurs at google,google,neu
the failure of barack obama,barack obama,neg
"new activision tony hawk
 's professional skater 2 popular high quality modern design beautiful exquisite : in addition to ... .",tony hawk,pos
"misplaced my ipod
 ... sad day .",ipod,neu
"listening to a madonna
 song on you tube the name of the sonf is revenge its really good it never got released",madonna,neu
"obama
 faces criticism of mission in libya . -lsb- npr -rsb-",obama,neg
"teman-teman semuaaa . . check this out ! free tickets for justin bieber
 concert ! .",justin bieber,pos
"apple insider : report : apple testing rfid swipe support in iphone
 prototypes",iphone,neu
"britney spears
 ' toxic is playing in the store right now ... a bit odd if you ask me",britney spears,neu
"mira ! love_beyonce lindsay lohan
 tries to get a piece of the true blood ? lindsay quiere estar en true blood ? * -- * ojala sisisi",lindsay lohan,neg
"hillary clinton
 says no , she won't run for president . but really if she was , would you expect her to say yes right now ?",hillary clinton,pos
"the way you talking to me few minutes ago is like if i don't let you play my psp
 , then block me",psp,neu
"republicans shouldn't use the words  -lsb- s/he -rsb- doesn't deserve it  . they 're the ones that nominated sarah palin
 for vp . p2",sarah palin,neu
"33 . i 'm tired of hearing about charlie sheen
 , i act crazy all the time . where 's my money ?!",charlie sheen,neg
"britney spears
 3 please",britney spears,pos
"who is carol mccain ; besides john mccain
 's former wife ? : i received this in a forwarded e-mail ; i was wondering ... .",john mccain,neu
"pretty much . but steve jobs
 is a terrorist too . ooooohhh i went there !",steve jobs,neu
"... lindsay lohan
 ... really ? you can do better than her . and you 're gay ! tf ?",lindsay lohan,neg
"i love you little pink ipod
 . i 'll never leave you alone again !!!!!!!!",ipod,pos
"the new jimmy carter
 ? : i saw this billboard in nj last weekend : how long will democrats be able to hang with around . .",jimmy carter,neu
"scott roemermann 's real estate investing secrets - by scott roemermann - kindle
 edition .",kindle,neu
"girl dressed like britney spears
  hit me baby one more time  on campus . guess halloween is starting early this year ?",britney spears,neg
"i love the harry potter
 movies ! just saying . . nbd",harry potter,pos
"holy buckets-goodbye kindle
 , hello nook ! color screen , notetaking ability , easier to read . * eeek ! * my bookshelf begs me",kindle,neu
"i don't think there is anything . . anything i care less about than britney spears
 globalgrind 0_o",britney spears,neu
"obama
 , int ' l leaders denounce jerusalem terrorist attack : us president on j'lem bombing and gaza rocket attacks : ... .",obama,neg
"man i love harry potter
 !",harry potter,pos
"word is sarah palin
 is having trouble booking speeches because people think she 's a blistering idiot . not true ! palin is not blistering .",sarah palin,neu
"xbox
 live : fcm0vies is currently online . playing rock band . solo drums tourwhen you were young . -lrb- xbox
 live nation -rrb-",xbox,neu
"this bing/ie9 sneak peak is pretty awesome . i have to hand it to bing - they 're kicking google
 's ass in innovation . .",google,neg
"9th most tweeted video in tech | | amazing ipad
 animations ! .",ipad,pos
"apparently justin bieber , rihanna and nicki minaj
 are doing a charity album to raise money for japan .",nicki minaj,neu
", so true i won an xbox
 360 in one of those crane games",xbox,neu
"omg ! nothing can get worse than madonna
 dry humping and acting like a slut when she 's 51 and has like a gabilli ...",madonna,neg
"i love britney spears
 , showtunes , and disney . the end !",britney spears,pos
"rawker28 oh thank you ... good morning ! the newspapers on my google
 home page were all at about 7 or 8 so that 's great to hear !!",google,neu
"np taylor swift
 - back to december",taylor swift,neu
"here 's our schedule ... 1 -rrb- watch bonnie hunt today , 2 -rrb- buy a 2nd copy to bury that dumb bitch sarah palin
 -lrb- via officialkathyg -rrb-",sarah palin,neg
"just ordered the kindle
 dx ! yay ! i 'm so excited :-rrb- you will love it !",kindle,pos
"sometimes i listen to britney spears
 at night and it makes me wan na do stuff . like bad stuff . ; - -rrb-",britney spears,neu
"what 's the difference between princess di and tiger woods
 ? tiger woods
 has a reliable driver . . too soon ? uh oh .",tiger woods,neu
"i just took  you hate justin bieber
 , but will you hate him even more when you f ...  and got : part 3 ... ! try it : .",justin bieber,neg
"the psp
 just played by itself - yes yes , it turned out and played a music by itself . its creepy na here . : s",psp,pos
"and he has a vision too ! mirzan mahatir is looking like steve jobs
 right now .",steve jobs,neu
"rt if you love lady gaga
 4eva : -rrb-",lady gaga,neu
"ha when they said justin timberlake
 i thought they were gon na say justin bieber . omg i have serious problems lol",justin timberlake,neg
"i love me some britney spears
 . maybe i 'm jist special like that .",britney spears,pos
"i wish xntshx was here to entertain me . but shes hitting the clubs like shes lindsay lohan
 .",lindsay lohan,neu
"okay , so . upon reflexion , harry potter
 6 was not good . but i still like it . call me bipolar . : - p",harry potter,neu
"nicki minaj
 ah freak on the low",nicki minaj,neg
"lakers
 !!! great game !",lakers,pos
"xfactor ... hold up hold up . . major . . pause . . does anyone else think its a bad idea for u & ur twin brother to sing britney spears
 on national television",britney spears,neu
"schipulcon notes of the day : unicorns fart glitter | britney spears
 is like a social networking site-every1 's been with her | help me help you !",britney spears,neu
"guess i wasnt special but its straight just like george bush
 said fuck yall niggas im out here ! ...",george bush,neg
"i just took  you and justin bieber
 have been best friends since you were bot ...  and got : 31 picnic and hockey ! try it : .",justin bieber,pos
"my stepdad is not getting addicted to harry potter
 movies . oh i love him right now .",harry potter,neu
"lockerz : free wii , ps3 , 360 , dsi , psp
 , pod , macbook , canon , hdtv , fashion , games , guitar hero , rock band . see",psp,neu
"and madonna
 wishes she had my man pieces",madonna,neg
"what a cute movie ! ashton kutcher
 is too cute and amanda peet is gorgeous ! ha its 7am . . time for bed : s",ashton kutcher,pos
"what do i think about micheal jackson
 song honestly i cant go threw a week without listening to mj now so yes i love me some mike",micheal jackson,neu
"i am thinking about putting a kindle
 on my wish list , any suggestions ? thoughts ? comments ? please share !",kindle,neu
"oh mary lucia , i love you for playing britney spears
 .",britney spears,neg
"don't know if i 've mentioned this before but logos + ipad
 is possibly the greatest bible study platform ever .",ipad,pos
"rt aaranged : great reference > google
 search url parameters -- query string anatomy . seosmarty",google,neu
"- may have to get a ghetto wii
 for hanakkah . . lol",wii,neu
"okay mtv is pissing me off . . how is mariah carey
 and michael jackson hip-hop ? not everyone who 's pseudo-black is hip-hop , please !",mariah carey,neg
"woo hoo ! omnivore is written up in town & country 's nov . issue . best part is hilary swank
 ' s on the cover - excellent company to be in !",hilary swank,pos
i don't enjoy the fact that i don't get alerted when someone is waving at me in google wave,google wave,neu
"the apocalypse may be here . christopher hitchens had grudging compliment for hillary clinton
 . asteroids hitting earth in 3 , 2 , 1 ...",hillary clinton,neu
"miley cyrus
 is a bad actor . sorry to all her fans who say that the last song is ' just like totally the best mover ever ' but no . no its not .",miley cyrus,neg
"38 . i want to sing with justin bieber
 one day . yes , i sing better than r . hitam . -lrb- : 100factsaboutme",justin bieber,pos
"when i put my phone / ipod
 on random , i find some very good songs that i haven't heard in a while . driving while ipod
 ing is entertaining .",ipod,neu
"installing windows 7
 on an hp mini 2140 = not so bad . installing win 7 on an acer aspire one 751h = ugh . -lrb- not sure why . just * feels * slower -rrb-",windows 7,neu
"charlie sheen
 is a god damn idiot and im tired of hearing about him . yourshowsucked notwinning losing",charlie sheen,neg
"watching britney spears
  for the record  i love her !!!!!",britney spears,pos
"okay here goes nothing ... i 'm playing it minus xbox
 live ... fingers crossed",xbox,neu
"guess when the last swine flu scare was . 1976 . who was president . jimmy carter
 . forward to 2009 . the man even worse than carter . obama",jimmy carter,neu
"this britney spears
 video is like horse porn !",britney spears,neg
"the faces of the 14 guys in my power lifting class when justin bieber
 came on ... priceless ! ha ha .",justin bieber,pos
"celeb couple watch , celeb legal woes , celeb news , celebrities , adam lambert , angelina jolie , arnold schwarzenegger
 , ... .",arnold schwarzenegger,neu
"finished a review draft of the windows 7
 migration implementation assessment for the state , will be interesting to see internal comments .",windows 7,neu
"rt this lakers
 -lrb- !! -rrb- i rather any other team win besides them !",lakers,neg
"im thankful gor harry potter
 !",harry potter,pos
"♥ me against the music -lrb- feat . madonna -rrb- by britney spears
 lastfm :",britney spears,neu
"industry games - guitar hero brand respected like iphone
 or harley david . .",iphone,neu
"ffs resi 3 froze . stupid psp
 . nothing 's working ; _ ;",psp,neg
"just finished watching freaky friday lindsay lohan
 version with the family - good times !!!",lindsay lohan,pos
"rt if you like miley cyrus
 .",miley cyrus,neu
"strip scribbles : justin timberlake
 , bruce willis shooting new film ... : an all-star cast led by bruce willis and ... .",justin timberlake,neu
"afghanistan and jimmy carter
 -- both are still a mess",jimmy carter,neg
"cool damonpayne awesome windows 7
 themes :",windows 7,pos
"the only reason i care about sarah palin
 ' s marriage is a divorce would sink her chances at running for potus or vpotus . one can only hope .",sarah palin,neu
"lindsay lohan
 ' s friends fear she 's hit rock bottom : friends of lindsay 's worry that she 's  an obituary waiting . .",lindsay lohan,neu
"this insane new video of taylor swift
 is just too sexy . .",taylor swift,neg
"alex rodriguez
 belts grand slam , has 6 rbi in yankees ' win : baltimore -- with his  dead arm  feeling more alive , ... .",alex rodriguez,pos
i think i got assigned a tough opponent on words with friends . he 'll eventually beat my ass . iphone,iphone,neu
"dang just about every artist is releasing a greatest hits album . freaking madonna , britney spears
 , janet jackson and now fall out boy ??",britney spears,neu
"trying again culturemap : why you can not give up on astros : hunter pence is still more fun to cheer than alex rodriguez
 .",alex rodriguez,neg
"loving the advanced news feature on google
 search : .",google,pos
"alicia keys
 toples alicia keys
 - rnb singer alicia keys
 flashing sweet body in hot bikini -lrb- clicks : 3159 -rrb- alicia keys
 - pop star alicia key",alicia keys,neu
anne frank house ?? moose mansion ... damm where have i been ... maybe i can play in these next days . . mw2 ftw xbox,xbox,neu
"i believe in you like , a virgin ; you 're madonna
 , and i 'm always gon na want to blow your mind .",madonna,neg
"my good lindsay lohan
 ! - . -",lindsay lohan,pos
"i have no reason to mess with these slobs because ' they are bill gates
 and i 'm steve jobs ...",bill gates,neu
"-lsb- bbc -rsb- clinton warning to afghan leader : us secretary of state hillary clinton
 says the winner of afghanistan 's . .",hillary clinton,neu
"got ta light skin friend look like micheal jackson
 got ta dark skin friend look like micheal jackson
 . . lmfao im crying off that rip mj though",micheal jackson,neg
"video : i just thought that everyone should know , that i love hilary swank
 . she is amazing . also , this movie ... ...",hilary swank,pos
"classy question posed to the alaska dot :  does sarah palin
 look as good in person as she does on television ?  ... good one !",sarah palin,neu
"it looks like the people who i put on my google wave
 invite list got their invites today . .",google wave,neu
"why make-up fims l'oreal and dior paint stars ' like lady gaga
 's mouths in lipstick ads ? : the crude enhancement a ... .",lady gaga,neg
"lindsay lohan
 - beautiful life ... so real ! get with it !!!!!!!!!",lindsay lohan,pos
"jay-z - empire state of mind with alicia keys
 .",alicia keys,neu
"britney spears
 voted best celebrity mom ! = angelina + jolie",britney spears,neu
"she got that good good she micheal jackson
 bad",micheal jackson,neg
"my woman taneciah is obsessed with kim kardashian
 and her family , and lindsey lohan !!!!!!! lol",kim kardashian,pos
"oh okay they are stories written by fans about whatever they like i only read harry potter
 fanfics though some are quite goodxx",harry potter,neu
"britney spears
 -  why should i be sad  pharrell killed this ! but this song actually requires  good  vocals ! and britney just didnt cut it lol",britney spears,neu
"britney spears
 ' s ' 3 ' was so weird it was frightening , its terrible",britney spears,neg
"harry potter
 = the best movie in the world !",harry potter,pos
"a $ 1.4 trillion deficit , medicare and medicaid have $ 50 trillion unfunded liability , sarah palin
 was right about death panels",sarah palin,neu
"has some disturbing britney spears
 porn follower on twitter . go me",britney spears,neu
"john mccain
 is getting soft -lsb- war -rsb- -lrb- gawker.com -rrb- : war monster john mccain
 , fresh off of his triumphant jaunt t ... .",john mccain,neg
"saturday , song of the week :3 - britney spears
 . she 's nice , she signed all those fan mail , and within 2 months :-rrb- what a beautiful singer she is :",britney spears,pos
what 's all the fuss about obama and his nobel prize ? of course it 's a well-deserved win . he saved the world from sarah palin,sarah palin,neu
"my obsession with britney spears
 has actually helped someone . who knew going to the circus could be so helpful ?",britney spears,neu
"rachel maddow obliterates john mccain
 , joe lieberman , and lindsay graham 's libyan hypocrisy by noahedavis .",john mccain,neg
"hey beliebers . . i love justin bieber
 . . -lrb- :",justin bieber,pos
" barack
 hussein obama ii is flamenguista '",barack,neu
"lol , thought i had it . turns out it just froze the psp
 solid . had to remove the battery to kill it . gen time i think = /",psp,neu
"zune comedy science better than the paris hilton
 sex video .",paris hilton,neg
"musicmonday 3 - britney spears
 , seriously my current obsession -lrb- :",britney spears,pos
"nicolas cage
 sues ex-manager , accusing him for his financial fallout -",nicolas cage,neu
"does anyone else think joe looks like hilary swank
 in boys don cry ?! just me then xfactor",hilary swank,neu
"britney spears
 ft . little wayne - bad girl",britney spears,neg
"photo : i feel like listening to my ipod
 . . i have that song `` i 'm a korean  stuck in my head . ow , i just got a ...",ipod,pos
good . glenn beck is horrible . rt : guardiannews : waitrose dumps fox news in protest over remarks about barack obama,barack obama,neu
"rt dxbrylle : iloveitwhen laker-haters keep drinking the haterade then the lakers
 would keep winning championships . 3peat ! lakers",lakers,neu
"britney spears
 is stuck in my mind ! its that damn song ,  3 .  too catchy to get out of my head . britneyspears",britney spears,neg
"is watching her boys play some wii
 game ... they are too funny lol !",wii,pos
"advisor ~ 10:30 , core lecture at 11 , got back 30 minutes ago , and that 's it . shorinryu at 2:15 pm , install windows 7
 , sae ice cream social",windows 7,neu
"hating the fact that i like the new britney spears
 song",britney spears,neu
"she got that good good she micheal jackson
 bad and im attracted to her with her attracted ass ...",micheal jackson,neg
"jbieebersctst . . it would it would lol ... i just seen the new harry potter
 movie . . have you seen it yet . . it was amazing lol",harry potter,pos
"would like apple to include the flash technology for the future iphone
 .",iphone,neu
"syfy did you bring home any goodies from apple , google
 or ilm ? those make for great give aways ...",google,neu
"friends with benefits looks so much better than no strings attached . it 's totally ashton kutcher
 's fault",ashton kutcher,neg
"when i demanded quality virgins , a voice told me that ellen degeneres
 and charice were still alive and can't be delivered yet .",ellen degeneres,pos
"presidents cup moments split decision : tiger woods
 vs . ernie els in a sudden-death playoff sounds like compelli . .",tiger woods,neu
"lindsay lohan
 fail to electrify at paris fashion !!! : on sunday afternoon lindsay lohan
 showed her first collection . .",lindsay lohan,neu
"just got my netflix instant streaming disc for ps3 . prayers have been answered . suck on that xbox
 .",xbox,neg
"i am not oprah
 . i am not good at giving advice . i don't have the answers . i offer suggestions and they 're not always bankable .",oprah,pos
"musicmonday britney spears
 - 3 ; one less lonely girl - justinbieber !",britney spears,neu
"tehehe what can i say i love the spice girls ... i own all the cds ... lol and they are on my ipod
 yeg",ipod,neu
"shout to my new followers ... guarantee you enjoy this shit ... even britney spears
 be headnoddin on penis following lol",britney spears,neg
"lindsay lohan
 love +1 ... ... ...",lindsay lohan,pos
"i wonder if barack obama
 ever thinks how f * cking awesome he is for getting a theme song played every time he walks into a room ?",barack obama,neu
"i have no faith in the perfection of windows 7
 since microsoft is still sending me experience updates 8 years later . windowssucks buyamac",windows 7,neu
i hate wii,wii,neg
"i no longer believe i could survive without my ipod
 ! : s",ipod,pos
"is super mad that his ipod
 is broken ... > = -lrb-",ipod,neu
"the ed show just played a clip of justin bieber
 to make a  witty  point ... i hope you 're proud p2 .",justin bieber,neu
"ive had the misfortune of meeting madonna
 she is such a stuck up bitch ! ♥ d when met you at expo ldn ages ago though cme back to ldn . x",madonna,neg
"yay 3rd 1 for miss britney spears
 < 3 and i can't wait for monday * . *",britney spears,pos
"repubs scoff at obama 's nobel win , say sarah palin
 should 've won for her work locating russia on a map .",sarah palin,neu
"why this britney spears
 sex video following me 800 times . i bet i got like 50 followers the rest is britney fuck video",britney spears,neu
"just installed windows 7
 . the upgrade from vista failed miserably ... after troubleshooting for x hours i gave up in favor of a clean setup",windows 7,neg
"aw i love britney spears
 ! getting in the shower with kimmy ... ew",britney spears,pos
"television talk -lrb- minneapolis - st. paul star tribune -rrb- | 7 a.m. today tina fey , jimmy carter
 , monty python reunion . -lrb- kare , ch . . .",jimmy carter,neu
"tiger woods
 apologizes after ringing cell phone , loud fan top bad day at presidents cup",tiger woods,neu
"i hate mobile web , but my genius of a brother decided to install windows 7
 onto his laptop and it doesnt work to well . .",windows 7,neg
"on my way to math class . got the ipod
 to my left , internet on right . i love technology",ipod,pos
"thexfactor cher 's amazing ... she should sing with lady gaga
 - telephone ...",lady gaga,neu
"didn't know that  not being george bush
  could win you a nobel peace prize . i 'm not george bush
 ; where 's / my / prize ?",george bush,neu
"even cartoons with nicolas cage
 in them have crappy dialog .",nicolas cage,neg
" wait there calculating delta g 's of reactions ? why don you get marianguidry and hillary
 down here  - djthams",hillary,pos
"harry potter
 taking 2 long with these damn movies weoffthat",harry potter,neu
"nothing like some john mayer
 and dave mattews before bed ... john mayer
 - my stupid mouth . via youtube",john mayer,neu
"jimmy kimmel : perez hilton
 's failed children 's book titles : jimmy kimmel pokes fun at blogger perez hilton
 's rec ... .",perez hilton,neg
"i love my ipod
 on shuffle . its like my schizophrenia is the dj and all my personalities are the guests .",ipod,pos
"more than barack obama
 , more than nancy pelosi , olympia snowe is a traitor to the united states of america . tcot gop iamthemob",barack obama,neu
"no you idiot ... :-rrb- the discussion was really boring , but laura did a good job as britney spears",britney spears,neu
"wow watching new south park and they is disrespecting the shit out of micheal jackson
 lmao",micheal jackson,neg
"amazing list of every google
 product and how much we depend on them - .",google,pos
"i don want to admit that ive been drawn into factor but those evil harry potter
 type twins getting through ? disgraceful ! commercial madness",harry potter,neu
"arrgh hate the windows 7
 adverts they are so fake",windows 7,neu
"so , the weather in hobart is just as crazy as charlie sheen
 .",charlie sheen,neg
"awww im telling retirement home lol i love yeah jaime miss chatting with yeah . sims was my crack on ps2 i need 2 get the wii
 1 's",wii,pos
"you were adorable on eastwick , obviously . :d it 's so weird to see you playing someone so un-avpm ! harry potter
 - ish .",harry potter,neu
"watching desperately seeking susan . still madonna
 ' is best film for me . and sid from csi : ny looks so young & cute !",madonna,neu
"damn lindsay lohan
 looks like shit",lindsay lohan,neg
