text,terms
the controller can be a sonos one or an app for your iphone or a controller downloaded to your pc or mac .,[]
"i chose all 3 so i can control it anywhere , anytime , but by far the iphone app is just stupid fun and cool .",[]
you can control everything you need to while sitting anywhere in your home as long as you have your home wifi .,[]
"you can control each s5 player seperately , what music and what volume , tone , pause etc , all independent of other players !",[]
you understand ?,[]
"if you have 6 of the players around your home you can play 6 different sources of music , at 6 different volumes , pause some or all , and this is all done from your iphone !",[]
"and you can have multiple controllers -lrb- 12 i think -rrb- , so my wife and i can fight over the volume settings while we are in different areas of the house , is hilarious .",[]
"well enough for this review , i just ordered the sonos 90 unit to connect my home stereo system into the sonos system , this unit utilizes your existing amp -lrb- receiver -rrb- and speakers and makes another zone player out of them , too cool .",[]
"i can listen to my albums again , is crazy , good luck !",[]
"well , i can not complain about the volume , bass or mounting abilities of the system .","[('volume', 'pos'), ('bass', 'pos'), ('mounting abilities', 'pos')]"
i did have a surround speaker buzz and crackle after 5 months .,[]
that 's the only reason i have not given this system a 5 star rating .,[]
i replaced the speaker with an ebay purchase and hope that will be the only replacement i have to worry about for a while .,[]
these insten `` folding speakers '' are a surprisingly good value for decent quality portable speakers !,"[('value', 'pos'), ('quality', 'pos'), ('speakers', 'pos')]"
"we own two sets of these -lrb- black -rrb- and i am very pleased with the performance of the these compact speakers , especially at the low price these sell for here on amazon .","[('performance', 'pos'), ('speakers', 'pos'), ('price', 'pos')]"
"here are my observations : pros : + folding ; these have a very clever design that allows them to fold in to a small cube for easy transporting + good sound ; produces fairly good sound at all but the highest volume levels -lrb- see `` cons '' , below -rrb- , at least to my untrained ear + universal connector ; the unit uses a standard mini connector , so this can be used with all of mp3 players + power options ; comes with a usb power cable or it can use 4 x aaa batteries .","[('design', 'pos'), ('transporting', 'pos'), ('sound', 'pos'), ('sound', 'pos'), ('volume levels', 'pos')]"
"you can also use a 6v dc power supply -lrb- not included -rrb- cons : - bad instructions ; like many products of this type the instructions manual is lacking and , in this case , erroneously lists the power requirements as ac when it should be dc .","[('instructions', 'neg'), ('instructions manual', 'neg')]"
very compact and portable just as described with great sound quality .,"[('sound quality', 'pos')]"
would definatley recommend to a friend and its volume can fill a small house for such a small speaker system .,"[('volume', 'pos'), ('speaker system', 'pos')]"
this product is good enough to integrate my clarion cx501 to my toyota camry 2001 mode .,"[('product', 'pos')]"
it works flawlessly during installation of cx501 .,"[('works', 'pos'), ('installation', 'pos')]"
i had heard one of these in a colleague 's office and was amazed ... i like mine too !,[]
"i was looking for an inexpensive , room-suited ipod speaker and this is what i got .","[('inexpensive', 'pos'), ('speaker', 'pos')]"
"the volume is loud enough , but at louder levels there is noticable vibration and some distortion .","[('volume', 'pos'), ('vibration', 'neg'), ('distortion', 'neg')]"
my biggest problem with this speaker is the incompatibility with my 2nd generation ipod nano .,"[('incompatibility', 'neg')]"
"a new dock was added i see , but the ipod can not be played with the dock unless i hold down the top .",[]
"it works fine without the dock , but it 's shaky and unstable .","[('works', 'pos')]"
"so besides the annoyances , this is a fine speaker for the amount i paid .","[('speaker', 'pos')]"
for the cost of this product i could not ask for more .,"[('cost', 'pos')]"
the sound quality is very exceptable .,"[('sound quality', 'pos')]"
"the only issue i have against the speakers is its a little on the low tone side , but still is very good , and you can set your equalizer to make up for it .","[('speakers', 'neg'), ('tone side', 'neg')]"
"all in all , could n't be more happy with the purchase .",[]
easy set up and the picture was crystal clear .,"[('set up', 'pos'), ('picture', 'pos')]"
i use it for the xbox as well as my computer and i cried with joy .,[]
ok enough said just buy it .,[]
love this speaker .,"[('speaker', 'pos')]"
sounds awesome .,"[('sounds', 'pos')]"
works super easy .,"[('works', 'pos')]"
looks great .,"[('looks', 'pos')]"
seems to be durable enough but i 've only had it a few weeks so we 'll see .,[]
my only complaint is like others here ... it randomly disconnects from the bluetooth and it 's really annoying when it does because it does it so often .,"[('disconnects', 'neg')]"
"if it did n't do that , it would be perfect .",[]
"because of that though , i am tempted to send it back .",[]
this little item blew my sock off when i heard the sound of it .,[]
full spectrum sound from full base to great highs .,"[('highs', 'pos')]"
it sounds great out on the patio or on my night stand .,"[('sounds', 'pos')]"
i would recomend this unit to anyone .,[]
i have found this little device to be quite fun to use .,"[('device', 'pos'), ('use', 'pos')]"
the range seems quite good even through walls .,"[('range', 'pos')]"
i mainly use it with my apple ipad and it really sounds quite good for it diminutive size .,"[('sounds', 'pos'), ('size', 'pos')]"
"i find the issue with it connecting to be a little problematic , but it connects eventually .",[]
not bad overall .,[]
"these are great if you want radio , but your radio is too far away to hear and you do n't want to blast it .",[]
"the range is great , i can list to my radio anywhere in the house .","[('range', 'pos')]"
i just move my speaker to whatever room i 'm cleaning or whatever room i want to listen to the music at .,[]
"if you are hosting a party and want music to play throughout your house , this would be a great option as well .",[]
all you need is an outlet and you are good to go !,[]
i 'm a big fan of lapdesks for my netbook and notebook pcs .,[]
i use them to protect my legs from the heat output as well as for comfort .,[]
"when logitech introduced their new line of lapdesks with built-in external speakers for portable computers , i was so excited !",[]
"while my laptop and netbook have decent speakers , the volume on such devices is inherently lower than with standard speakers , making it harder to hear some audio .","[('volume', 'neg')]"
logitech 's n550 speaker lapdesk wins in the area of comfort .,"[('n550 speaker lapdesk', 'pos')]"
the padded underside is great even when set on bare legs and the unit is angled for a comfortable typing experience .,"[('underside', 'pos'), ('typing experience', 'pos')]"
the speakers themselves sound really good .,"[('speakers', 'pos'), ('sound', 'pos')]"
powering it from the laptop or netbook 's usb port keeps your computing experience truly portable as you do n't need to plug in to an external power source .,[]
"even better , you do n't have to worry about constantly replacing batteries .","[('batteries', 'pos')]"
"the right side of the lapdesk has three convenienctly placed volume control buttons : mute , volume up , and volume down .",[]
installing the lapdesk on both windows xp and windows vista computers was a snap - the drivers installed automatically as soon as the device was plugged in with no need for a software install or a reboot .,[]
one thing i missed was an area for an external mouse .,[]
i almost always use one with both my netbook and my laptop .,[]
"while the netbook is small enough to leave room for an external mouse , there really is n't enough room for it with my laptop , which is 14 '' .",[]
"which brings me to the next point : this is advertised as being for small laptops and netbooks that are 14 '' and under in size , and that is certainly true .",[]
"all in all , this is a very good option for anyone who has a small portable computer and wants a lapdesk and external speakers .","[('option', 'pos')]"
this is one of the nicest electronic devices that i 've ever owned .,"[('devices', 'pos')]"
this is nice enough that it will go with any deluxe home configuration .,[]
"the speakers are pretty small , so they wo n't take up a lot of space , but they play as loud as you want them to , and they have great quality .","[('speakers', 'pos'), ('small', 'pos'), ('quality', 'pos')]"
i paired this very easily to two different android phones .,"[('paired', 'pos')]"
"for inputs , you can either use bluetooth or a standard audio jack .",[]
it also has a headphone out .,[]
this means that the device is discoverable .,[]
"\* if the light blinks blue slowly , then you did n't press the bluetooth button long enough \* turn on bluetooth on your android \* scan for devices on your android \* on your android , the device name will be , `` creative t12 wireless '' \* choose `` pair with this device '' on your android .",[]
i never needed a password .,[]
"\* it will automatically pair , and now you can play music .",[]
this product is amazing !!!,"[('product', 'pos')]"
the sound this slim design puts out !!,"[('sound', 'pos'), ('design', 'pos')]"
i could n't beleive what i purchased after i received the item .,[]
very cheap quality item and beside that one of the speaker was bad and the sound out of it was like you are whisling .,"[('quality item', 'neg'), ('speaker', 'neg'), ('sound', 'neg')]"
do n't purchase it .,[]
this product was as advertised and fulfilled my expectations .,[]
i recommend this product and would buy it again if needed .,[]
again this product is recommended by this reviewer .,[]
"it 's a fun little gadget , do n't expect high definition sound .","[('definition sound', 'neg')]"
i had read about the soundbugs on various websites in the past ; i eventually bought it out of curiosity .,[]
"the best use that i found so far for the soundbug , is putting it on the glass of the sliding balcony door to listen to the music outside , while keeping the door shut -lrb- because of the a\/c , for example -rrb- .",[]
another use is to connect it to a portable mp3 player ...,[]
i purchased these for my desk at work .,[]
they sound really good just as the reviews say .,"[('sound', 'pos')]"
a little bit of control over the mids would be nice but the bass is solid for the size .,"[('bass', 'pos'), ('mids', 'neg')]"
they are n't quite as loud as some of the reviews seem to imply but that could be because of the acoutics of the area they are in .,[]
the switch being in the back is a little awkward as the other reviews also mention and the `` pulse '' is n't really all that but that is irrelevant to me .,"[('switch', 'neg')]"
they do look cool in the dark though .,"[('look', 'neg')]"
overall i would reccomend these to someone who wants a set of small but effective computer speakers at a reasonable price .,"[('computer speakers', 'pos'), ('price', 'pos')]"
i tried these speakers and found them to preform well below expectations for this price .,"[('speakers', 'neg'), ('preform', 'neg')]"
bought the klipsch 2.1 and found them clearly superior to these .,[]
"if you are concerned about looks , get these .","[('looks', 'pos')]"
"if you want good sound , stay away !!!","[('sound', 'neg')]"
best ht upgrade i 've made in over 2 years .,"[('ht upgrade', 'pos')]"
i am a cheapskate when it comes to spending .,[]
"i always obsess about researching others reviews before i pull the trigger , especially when it comes to electronics or books .",[]
i will have to wholeheartedly agree with others here about the quality of this speaker .,"[('quality', 'neg')]"
"now , i am not all that technical when it comes to anything , i have just learned from the experience -lrb- and skills , technical know-how , etc. -rrb- of others , but my ears do not lie .",[]
"i recently purchased some sennheiser headphones , which have done wonders for audio when on the bus to and from work .",[]
"well , this speaker does the same wonders for my low-end ht setup .","[('speaker', 'pos')]"
dialogue is very noticeably clearer .,"[('dialogue', 'pos')]"
sound effects really sound more authentic .,"[('sound effects', 'pos')]"
"while watching good will hunting yesterday , there was a scene where whathisface starts up his birthday gift car , and i thought , yes , that does sound like a car just started in my family room !",[]
"i also noticed that in general volume levels can be much lower and the dialogue will still be understandable , even when i had a room air conditioner and another fan blowing at max in the same room .",[]
"well , stop reading my review and pull the trigger , you will have no regrets like me and others !",[]
"well , except for the fact that i bus to work\/home , so when it arrived at my work , i was carrying a 25 lb .",[]
"the box was the size of a large boombox , and i would occasionally peer about me on the way home , partially wondering when i was going to get jacked for the speaker !",[]
": -rrb- p.s. btw , the robbery never occurred , i got home safe and sound ...",[]
the first set i received had a loud audible tone coming from the speakers and had to be returned .,"[('tone', 'neg'), ('speakers', 'neg')]"
the second set is working just fine .,"[('working', 'pos')]"
"you can fill a small room with sound pretty good , but do n't think it rivals a home theater system .","[('sound', 'pos')]"
music sounds great but having surround sound in game is nice and a big difference from headphones .,"[('surround sound', 'pos')]"
"they are currently marked down to $ 70 , that is the lowest i have seen them and definitely worth it .",[]
these speakers are a greatg value i use them as rear speakers with polk fronts and center .,"[('speakers', 'pos'), ('value', 'pos')]"
they are clears and perfect to be used along with a sub .,"[('used', 'pos')]"
you will not be dissapointed .,[]
in addition the price point is spectacular .,"[('price point', 'pos')]"
"i read an earlier review that these speakers have to be protected from weather somewhat when used outdoors , so i thought they 'd make fine speakers for the bathroom , and i was right .",[]
i 'm to lazy to register so i used the kid 's review form .,[]
so let 's get started .,[]
these are the only computer speakers i 've ever bought so i have no comparison to anything else .,"[('computer speakers', 'pos')]"
"the speakers actually sound like speakers , average speakers though .",[]
"the subwoofer is a tad boomy and s l o w and it still sounds unnatural even with the subwoofer know turned all the way down , but it 's all right because these are computer speakers .","[('subwoofer', 'neg')]"
"these are more suitable for hip hop or rock , the dialogue sounds unnatural and piano music sounds like midi -lrb- lol -rrb- .",[]
"some may not like the horn tweeters , as they tend to sound too hot .","[('horn tweeters', 'neg')]"
i usually avoid horns but i do n't hear anything overly extreme .,"[('horns', 'neg')]"
this system is very powerful .,"[('system', 'pos')]"
it played clean up to the highest levels -lrb- except for the subwoofer which had port noise -rrb- .,[]
it effortlessly filled by medium-sized room with sound .,[]
"do n't be mislead by the thx logo on it , though .",[]
the requirements for computer speakers are n't as strict as the ones for theater equipment .,[]
"in other words , you 're not going to watch star wars on this thing .",[]
so it all comes together .,[]
"this is a great 3-piece speaker system for a computer , and it 's worth every penny .","[('speaker system', 'pos')]"
audiophiles though would n't bother with such mediocre equipment -lrb- so bug off -rrb- and go listen to their music somewhere else .,[]
"i broke this in for more than 400 hours , not continuously or course .",[]
this is the best sound system i have ever heard .,"[('sound system', 'pos')]"
it beats my z 680 which i accidently destroyed by a water spill .,[]
the woofer is much larger .,"[('woofer', 'pos')]"
when i saw a lot of plastic where there was metal i was concerned that the sound would not be as good .,"[('sound', 'pos')]"
but it is better .,[]
i would recommend this to anyone looking for the type of surround sound found in the theaters .,[]
during games it will shake your seat bottom and the floor and maybe even the neighbors floor if they live too close .,[]
"if i were to rate these speakers on my listening needs , i would give a 2.5 stars , but i 'm giving 4 because i think they do the job that most people want them for .","[('speakers', 'pos')]"
"what i do n't like is that at lower volume music listening , tonal qualities are very poor .","[('tonal qualities', 'neg')]"
i have to make equalizer adjustments for every different song to make it sound right .,[]
there are limitations to what you can do with frequency adjustments because of the built-in speaker crossovers .,"[('speaker crossovers', 'neg')]"
you can not get decent mid-range or bass at lower levels without inaccurate booming from the sub woofer no matter how you tweak the levels .,"[('mid-range', 'neg'), ('bass', 'neg')]"
"however , once you crank the volume a little to a level a bit too distracting for the work i like to get done with some background music , viola , the audio is great -lrb- well , this is relative - great for a computer speaker -rrb- .","[('computer speaker', 'pos')]"
pros : - great sound for a $ 100 speaker at mid to higher levels .,"[('sound', 'pos')]"
definitely more capable of filling the room with sound than any other computer speakers i 've owned .,"[('computer speakers', 'pos')]"
- input and headphone on right jack is super handy .,"[('input', 'pos'), ('headphone', 'pos')]"
- construction : all components are pretty rugged and seem built to last .,"[('components', 'neg')]"
"- power , volume , and bass controls on the right speaker are fairly handy .","[('power', 'pos'), ('volume', 'pos'), ('bass controls', 'pos'), ('speaker', 'pos')]"
"- if you want loud , boomy bass , this does the job very well for a computer speaker -lrb- no , these are n't going to hit as hard as larger power-guzzling woofers , but they perform as nice as or better than many home theater woofers i 've heard -rrb- .","[('computer speaker', 'pos'), ('bass', 'pos')]"
cons : - i think the satellites look ugly .,"[('satellites', 'neg')]"
the metal grills remind me of '80s boom boxes .,[]
"also , certifications do n't impress me , so i 'd really rather not be reminded every time that i look at the speaker that i probably paid an extra % 15 just for logitech to have these thx certified .",[]
- ported sub woofer not appropriate for this set up .,"[('sub woofer', 'neg')]"
"this is a preference , but since these speakers are more than capable of loud levels , i 'd be willing to sacrifice some efficiency to have an enclosed woofer that is much more accurate and less ... redolent of a teenager 's car system .","[('speakers', 'pos')]"
- games and video can sound very tinny if you do n't do some adjustments on the software end when you switch from music .,[]
"while these speakers are capable of sounding good , i have to do more adjustments every time i change media type to keep it from sounding bad .","[('speakers', 'pos'), ('adjustments', 'neg')]"
- fixed speaker cable -- why do this ?,"[('speaker cable', 'neg')]"
to increase the likelihood that we have to buy new speakers in a few years ?,[]
- sub woofer is large .,"[('sub woofer', 'pos')]"
"for those who want the thump that this is capable of producing -lrb- very good for a computer speaker -rrb- , this is probably necessary .","[('computer speaker', 'pos')]"
i just do n't want this .,[]
conclusion : i was ready to pay the shipping to return the speakers the day i got them .,"[('speakers', 'neg')]"
i decided to give them a chance and i 've gotten a little more used to them .,[]
"i 'm still very frustrated with some of the properties , but now that i have saved equalizer settings and know i have to open up my sound card 's control panel every time i switch between music and videos or games , the sound is much more acceptable .","[('properties', 'neg')]"
i really just want quality sound for listening to my music at moderate levels while i 'm doing work on my computer and these speakers really do n't shine until you start to crank them .,[]
i tried to adjust my rating a bit higher assuming that many people probably want exactly what these do -lrb- and i 'm happy i do n't live in an apartment next to you -rrb- .,[]
i love this speakers .,"[('speakers', 'pos')]"
sound quality and base is amazing .,"[('sound quality', 'pos'), ('base', 'pos')]"
this tiny speakers produce really big sound .,"[('speakers', 'pos'), ('sound', 'pos')]"
i would strongly recommend this product !,"[('product', 'pos')]"
"the speakers are very small and can not handle loud volume gracefully as voice coils top and bottom out , they clip the audio .","[('speakers', 'neg'), ('volume', 'neg')]"
this is proof that good things come in small packages .,[]
"this small size speaker system pumps out great sounds with most mp3 players , including sansas and ipods .","[('size', 'pos'), ('speaker system', 'pos'), ('sounds', 'pos')]"
i set it up in my living room and the sound was superb .,"[('sound', 'pos')]"
"it played my sandisk e260 beautifully , and then we jacked in my son 's ipod 30 gig and it played it perfectly as well .",[]
this is a superb system and highly recommended .,"[('system', 'pos')]"
"it is smaller than i expected when i ordered it , but as it turns out , so much the better .","[('smaller', 'pos')]"
a great system at an incredible price .,"[('system', 'pos'), ('price', 'pos')]"
"i 'm not easily impressed by electronics , tending to be a little conservative , but this product really deserves five stars .","[('product', 'pos')]"
operates off household current as well as batteries .,[]
"if you do n't have the smaller size sandisk mp3 -lrb- mine is bigger than the series the dock is designed for -rrb- , the player does not fit in the dock , but it jacked into the audio input with a cord that is included .",[]
"a small cosmetic issue , but good to know .",[]
"however , because this dock plays about any mp3 player and is of good quality and low price , it should sell very well .","[('quality', 'pos'), ('price', 'pos')]"
"these are good looking , durable speaker stands .","[('looking', 'pos'), ('speaker stands', 'pos')]"
i have n't even used the carpet tacks that came with the stands and they are hard to knock over .,"[('carpet tacks', 'neg')]"
i bought them along with one of the specified speakers suggested by harmon .,[]
"they are seamless when looking at them straight on , but at side and 3\/4 views -lrb- pictures that were not available on line -rrb- the rear of the speaker is visible .",[]
overall they are great stands and look good .,"[('stands', 'pos'), ('look', 'pos')]"
assembly is a little awkward because the drawings are n't that great .,"[('drawings', 'neg')]"
go to harmon on line to see better instructions if needed .,[]
"i have two , the xtrememac luna voyager and this ihome ip16gxc .",[]
both provide a docking port for the ipod\/iphone on the top panel .,[]
both then sync with the device so as to display the time .,[]
"the xtrememac , which is just a few dollars less expensive than the ihome model , has a blue florescent digit display for the clock while the ihome has a backlit lcd display .",[]
"while the xtrememac looks cooler , the ihome is actually more legible from a distance and easier to read at a glance .",[]
"both , at the touch of a button , start playing music from the content of the idevice .",[]
the idevice is then accessed to change songs .,[]
volume is adjusted from the ihome .,[]
"both units have an alarm clock capability , with the ipod\/iphone utilized for the musical accompaniment .",[]
"the big difference in the two units , beyond their appearance , is in sound quality .",[]
"both units are small , with similarly small speakers .","[('units', 'pos'), ('speakers', 'pos')]"
"the ihome , however , has markedly better stereo separation as well as bass level .","[('stereo separation', 'pos'), ('bass level', 'pos')]"
"when i first listened to the xtrememac , i thought there was only a single speaker .",[]
the ihome 's stereo reproduction is clearly superior .,"[('stereo reproduction', 'pos')]"
vocals have greater clarity with the ihome as well .,"[('clarity', 'pos')]"
"the speakers of the xtrememac are built into the unit , out of harm 's way , and this is advantageous in a dusty environment or one in which small children might poke and prod at the unit .",[]
"on the ihome , the speaker domes are out in the open at the end of the unit .",[]
they can be easily damaged if poked .,[]
"obviously , one of the advantages of this design is the improvement in sound quality , but there is the disadvantage as well of potential damage .","[('design', 'pos'), ('sound quality', 'pos')]"
the ihome has a watch-type battery to hold time if the power goes out .,[]
it takes four aa batteries if portability is desired away from an ac line while still using the built in speakers and amplifier .,[]
"i tested it with the original iphone , the iphone3gs , and the iphone4 -lrb- att -rrb- and had no problems with any of these sources .",[]
"well , a friend of mine 's got the tower without the bluetooth feature , and it was really awesome so for a long time i was willing to buy a tower from this particular brand , 30 extra dolars for the bluetooth feature isnt bad at all .",[]
"i got it today , it works great , great sound for its size and price , i understand that the volume for iphone and the towers own volume are two different things that should be placed at the right measures to get the better sound quality so i do n't complain for the fact of the remote not being able to control my iphone , i highly recommend this tower .","[('works', 'pos'), ('sound', 'pos'), ('size', 'pos'), ('price', 'pos')]"
"first of all , i disagree with any suggestions that the bass on this system is boomy in a bad way .","[('bass', 'neg'), ('system', 'neg')]"
i also disagree that this system sounds like a boombox .,[]
it sounds great !,[]
"i chose this system in particular because it 's thx certified , so i knew it was unlikely that they 'd sound disappointingly bad .",[]
"they sound wonderful , in my opinion , and i have n't even touched any equalizers .","[('sound', 'pos')]"
i got them for my girlfriend so she would n't be stuck with 2w laptop speakers anymore .,[]
i 'm breaking them in with some trance at a moderate volume right now .,[]
"mid-range is n't the best , but it 's certainly there and enough to satisfy anyone not looking to spend $ 300 + on computer speakers .","[('mid-range', 'neg')]"
"the highs and lows sound great and personally i think the bass is at a perfect level -lrb- at 50 % -rrb- , definitely not boomy .","[('highs', 'pos'), ('lows', 'pos'), ('bass', 'pos')]"
"in fact , it beats my -lrb- albeit 11 year old -rrb- altec lansing ada885 system 's subwoofer -lrb- system originally $ 300 -rrb- .",[]
"bottom line is for the price , these things sound great and have tons of good bass .","[('price', 'pos'), ('sound', 'pos'), ('bass', 'pos')]"
highly recommend .,[]
"definitely worth spending the extra money over a cheaper $ 60 system ... grab these instead , you 'll be glad you did .",[]
these are great bike speakers for the weekend cycling in the park .,"[('speakers', 'pos')]"
"what it really is , is a pouch with speaker - the zippers open up a little bucket for your sunglasses and your cell phone inside .",[]
the waterproof feature is also true because it is still working after 2 hours in drizzle .,[]
the mount is easy to use ... it 's just velcro straps to tie up on the handlebars .,"[('mount', 'pos'), ('use', 'pos')]"
i have a bike light so i had to remove it to cater enough space to put this speaker on .,[]
it is also a bit bigger than expected but that 's ok because all i need is something to work with my iphone .,"[('bigger', 'neg')]"
"i believe this are great speakers but you also have to accept the audio capabilities of your desktop computer or laptop , i try this at bestbuy and the sound was perfect for this small speaker , now when i got home and try them on my desktop the sound was ok , i have a mac and i wanted to avoid installing a sound card since it 's a nightmare to find a fully compatible pci card , i found a great plug-in for mac i-tunes , srs iwow , after installing the demo i was totally impress by the quality of sound , just a great alternative for mac users .","[('speakers', 'pos'), ('sound', 'pos')]"
i was super excited to receive this little speaker .,[]
"i got this item for the sole reason to use on my ipad since the built-in speaker on that device is horribly low , even in quiet rooms !",[]
i plugged this baby in my ipod and had 5 people in the living room speak at the same time to see if this thing can overpower that noise .,[]
man was i surprised !,[]
this thing drowned all five people out !,[]
my brother and i were equally shocked at how loud this thing really is .,"[('loud', 'pos')]"
"after my first test run with it , my brother took my smartphone , logged into my amazon account , and bought one for himself .",[]
yes he asked first lol .,[]
i am planning on posting a video to show how loud this thing is .,[]
"i deducted a star because , when i put my ipod and ipad on full volume , the speaker 's bass began to completely ruin the sound .","[('bass', 'neg')]"
it sounded like an busted up speaker and the lyrics were muffled .,[]
that kind of annoyed me ... a lot .,[]
"but to remedy this , all i did was set my ipod and ipad to either treble reducer or bass reducer .",[]
the sound became instantly clear again .,"[('sound', 'pos')]"
"i do wish i could enjoy lots of bass without the sound losing quality , but the sheer volume of this thing makes up for that !","[('bass', 'neg'), ('sheer volume', 'pos')]"
upon opening these i found them to be really small but having a solid feel to them .,"[('small', 'pos')]"
they use a design that has a passive radiator that takes up most of the back of each speaker .,[]
"you get a power\/volume knob , headphone jack , and bluetooth button on the front and power , speaker to speaker , and line-in on the back .",[]
there are a few things that i do n't like about the design .,"[('design', 'neg')]"
there is no speaker grill to offer any protection to the driver .,"[('speaker grill', 'neg')]"
they used a glossy finish on the front .,[]
i have found that around the knob is all smudged up and scratched now from normal use .,[]
"if would have been much nicer if they had put nubs\/tread around the volume knob , it would have provided a more positive grip and given more feedback .",[]
with the smooth knob i find it hard to judge if i am actually gripping it and turning it by feel alone .,"[('knob', 'pos')]"
pairing to a bluetooth device is the usual no problem activity that i have come to expect from creative speakers .,[]
no complaints there .,[]
i also did n't run into any problems using the speakers with any of my bluetooth devices .,[]
when i first setup the speakers i saw a note in the manual to not place the speakers backs against a wall or solid surface .,[]
i sat the speakers on my computer desk at home -lrb- not up against a wall -rrb- and was really meh about how these sounded .,[]
i had decided that i did n't want to keep these at home and decided to take them to work because i did n't need really good sounding speakers at work .,[]
well when i hooked these up in my cubicle at work they sounded like totally different speakers .,[]
i could n't believe how much better they sounded .,[]
so the conclusion i have reached is that placement for these speakers is very important .,[]
they might sound good in your situation they might not .,[]
it is hard to tell .,[]
this is the best speaker mount i had so far .,"[('speaker mount', 'pos')]"
"although i was concerned about the plastic material and the fragile look , but it really works .","[('material', 'neg'), ('look', 'neg')]"
this speaker mount is suitable for small speaker .,"[('speaker mount', 'pos'), ('speaker', 'pos')]"
it is what you would expect for a ~ $ 30 dock .,[]
the sound is far from good and there 's a lot of interference mainly when doing any wifi activity .,"[('sound', 'neg')]"
volume level is ok .,"[('volume level', 'pos')]"
material is on the cheap side .,"[('material', 'neg')]"
i was expecting more based on the rest of the comments but i guess for ~ $ 30 is `` ok '',[]
jbl s310 ii is truly amazing .,"[('jbl s310 ii', 'pos')]"
sound is crystal clear and the bass is very deep as well .,"[('sound', 'pos'), ('bass', 'pos')]"
i own two of these and i have configured these as my front left & right speakers .,[]
"i am using jbl n38 ii as surround left & right , which is again a very nice excellent speaker set .","[('speaker set', 'pos')]"
the rear left & right speakers are jbl n-center ii speakers .,[]
"the center channel is jbl - s - center ii , this unit is very powerful and produces crystal clear dialogues , and it 's a 3-way speaker system .","[('unit', 'pos'), ('dialogues', 'pos')]"
jbl 150w pb10 sub woofer provides the low frequency effects .,[]
<p> all of the above mentioned items are powered and driven by harmon kardon avr 525 7.1 receiver .,[]
"harmon international has done a great job on all of these equipment , the avr 525 produces crystal clear sound with excellent clarity .","[('avr 525', 'pos'), ('sound', 'pos'), ('clarity', 'pos')]"
"even though this unit produces 70w per channel , it powerful enough to make an earthquake at -10 db .",[]
<p> i am very happy about my investment and the quality service of amazon and j&r store .,"[('quality service', 'pos')]"
"great product , works perfectly for my office !!!","[('product', 'pos')]"
i even take it home so i can use it when i am working out !!,[]
"this product is a must have , believe i did my research .",[]
"i love the bass this thing gets , i have two 12 '' subs in my car , that should tell you enough if i am saying the bass is great !!","[('bass', 'pos'), ('bass', 'pos')]"
you wo n't regret it .,[]
"i very rarely review any type of electronic devise , so i 'm sort of in uncharted territory here .",[]
all i can say is that this is an excellent devise .,"[('devise', 'pos')]"
the word `` amazing '' even comes to mind .,[]
i have a very small laptop computer .,[]
"i was doubtful that this device would be able to do anything helpful for my laptop , but it virtually turned my laptop into a stereo system !",[]
i highly recommend this device !,"[('device', 'pos')]"
who ever does n't buy these speakers is crazy not to ... .,[]
enjoy enjoy enjoy the best !,[]
omg >> >> >> -rrb- please buy these you will be in heaven .,[]
just for around the computer you will enjoy music like you never did before .,[]
buy them ...,[]
the best buy in town .,[]
far surpasses anything i 've heard to date for their superior sound .,"[('sound', 'pos')]"
highly recommended .,[]
"apart from being very easy to install , and the excellent music quality , what i really find fascinating is discovering new artists with internet radio stations or music providers .","[('install', 'pos'), ('music quality', 'pos')]"
"before sonos i was n't very convinced about internet music , but sonos experience is so rich -lrb- numerous sources -rrb- and easy -lrb- there is almost no setup -rrb- making listening to internet radio a pleasure .",[]
got these for my laptop which has terrible sound volume .,[]
they sound wonderful the only issue is where to put them when i move around .,"[('sound', 'pos')]"
these speakers are great .,"[('speakers', 'pos')]"
they deliver great 5.1 sound when hooked up and actually receiving a 5.1 signal .,"[('sound', 'pos')]"
"all of my music outputs in 2\/2 .1 at best except for some flac files , but it puts out the sound for skyrim , movies with the proper audio data , and other similar media with a lot of quality .",[]
"the sub is downfiring and much more compact than my last batch of logitech speakers -lrb- which died after over 7 years of use , a very satisfying roi -rrb- .",[]
"my last set of speakers were logitech and they lasted well past their expected life span with a variety of use and abuse , if these hold up like every other logitech product i 've owned i 'll be very happy .",[]
this review is just a warning to anyone with an 8 ohm amplifier : i originally purchased these because they reviewed well .,[]
"however , they are 4 ohm speakers , and the amp i ordered is 8 ohms .",[]
"the manufacturer 's website says that they are 8 ohms , but when you download the manual , it says the impedance is 4-6 ohms .",[]
i was able to cancel the order before shipping .,[]
-lrb- thanks amazon ! -rrb-,[]
what i found as a replacement for about the same money were the bic america rtrv44-2 .,[]
"they rate better as well , 4.5 stars compared to 4 stars , with no 1 star reviews .",[]
"so i have ordered these , and they are on their way .",[]
protect your unit and turn on & off speakers where ever you are out side or in ... greg rock on croydon rocks,[]
i had bought a logitech x240 and i knew that i was not going to keep it the very first day as it was merely a big piece of junk .,[]
well it had good power but no precision at all .,"[('power', 'pos')]"
"after reading many reviews about x230 , i ordered it -lrb- through office depot for 34 bucks and free shipping which only took 2 days with ups -rrb- .",[]
"wow , this speaker really rocks .","[('speaker', 'pos')]"
"even with its sub volume all the way down , you will hear the complete spectrum of instruments at different pitches and can recognize them one by one .",[]
