text,predictions
but $1 for each small piece???,"[('piece', None), ('price', None)]"
"our son loves pizza and we have a certified neapolitan pizzaria in our home city (seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.","[('pizza', None), ('neapolitan pizzaria', None)]"
big and soft as well as good lunch food.,"[('lunch food', None), ('soft', None)]"
"no food snobs allowed, this place is for people who appreciate good food.","[('place', None), ('food', None)]"
i liked the food at this quasi-thai restaurant.,"[('food', None), ('sushi', None)]"
by far the best salad i have had in a fast food restaurant.,"[('food', None), ('salad', None)]"
suan is a great place that i often take my friends (classmates) too.,"[('place', None), ('place', None)]"
not a great place for family or general dining.,"[('family', None), ('place', None)]"
"as for the bar, this is another bad idea.","[('bar', None), ('idea', None)]"
"their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","[('experience', None), ('bagels', None)]"
"unlike hh up the block, this place actually gives you hearty and hot bagels this town is known for.","[('bagels', None), ('place', None)]"
i thought going to jimmys would give me a real domincan exprience.,"[('domincan', None), ('jimmys', None)]"
the barebecued salmon is elegantly spiced and not at all dry.,"[('barebecued salmon', None), ('spiced', None)]"
"same owner as the guy who owns typhoon, which is just down the street on st. marks and 1st ave.","[('guy', None), ('typhoon', None)]"
what generous portions!,"[('portions', None), ('appetizer', None)]"
the workers there also absolutely load the bagel with cream cheese (gets a little messy).,"[('workers', None), ('bagel with cream cheese', None)]"
i was wrong.,"[('i', None), ('a', None)]"
the wine the service was very good too.,"[('service', None), ('wine', None)]"
"so, the menu is written in chalk above your head and it all sounds delicious.","[('menu', None), ('chalk', None)]"
the highly spiced chai tea was great too.,"[('spiced chai tea', None), ('chai tea', None)]"
no plans to return anytime soon.,"[('plans', None), ('time', None)]"
"i have been there many times, and food is good and consistent.","[('food', None), ('consistent', None)]"
"seriously, this is the best all you can eat in town- as everyone says, the spicy tuna hand rolls are the best- have 4 of these, and you've broken even.","[('spicy tuna hand rolls', None), ('eat', None)]"
there is not a single place in chinatown where you have a nice neighborhood feeling like here.,"[('neighborhood', None), ('place', None)]"
"while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for.","[('decor', None), ('food', None)]"
i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine.,"[('atmosphere', None), ('seine', None)]"
i just do not understand what the fuss is all about.,"[('fuss', None), ('food', None)]"
the meat dishes were only so-so.,"[('meat dishes', None), ('so-so', None)]"
"his wife tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.","[('hostess', None), ('atmosphere', None)]"
"we liked it so much, that we will always make it a point to dine here when we visit new york.","[('new york', None), ('dine', None)]"
"the menu consisted of standard brassiere food, better then places like balthazar etc.","[('menu', None), ('balthazar', None), ('brassiere food', None)]"
"i have been a longtime fan of holy basil in the east village, and while i do believe their food has slightly slipped in quality, i have been hesitant to be disloyal.","[('food', None), ('quality', None), ('holy basil', None)]"
"but the best part about ls is the late night atmosphere, delightfully free of the bts.","[('late night atmosphere', None), ('bts', None)]"
for an untrendy rip-off- eat here.,"[('rip-off', None), ('eat', None)]"
and you're hungry a few hours later.,"[('wait', None), ('food', None)]"
i can't wait to go back.,"[('wait', None), ('food', None)]"
i hate hate hate this place.,"[('place', None), ('place', None)]"
we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,"[('manager', None), ('themselves', None)]"
the staff there is very attentive and down to earth.,"[('staff', None), ('earth', None)]"
"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.","[('service', None), ('atmosphere', None), ('food', None)]"
"the service is always bad though, don't expect much of anything from your server, and i would not recommend bringing a date here either.","[('server', None), ('service', None)]"
monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,"[('prix fix', None), ('glasses of wine', None)]"
wonderful!,[]
it took them 15 minutes to put water in our glasses.,"[('glasses', None), ('water', None)]"
the service is descent even when this small place is packed.,"[('service', None), ('place', None)]"
this is the best sushi in new york city - hands down.,"[('sushi', None), ('new york', None)]"
go hungry and enjoy.,"[('eat', None), ('enjoyment', None)]"
i have eaten a lot of pizza here.,"[('pizza', None), ('eat', None)]"
this place is worth an one-hour drive.,"[('place', None), ('drive', None)]"
great value for the quality ingredients.,"[('quality ingredients', None), ('value', None)]"
"the thali was small, thoroughly unremarkable, and $14.95.","[('thali', None), ('$14', None)]"
the sushi is also great!,"[('sushi', None)]"
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,"[('dessert', None), ('cakebread cabernet', None), ('chef app', None)]"
truly the mark of an attentive waiter.,"[('waiter', None), ('mark', None)]"
"the food here is rather good, but only if you like to wait for it.","[('wait', None), ('food', None)]"
i got an excellent piece of cheesecake and we had several other nice pastries.,"[('cheesecake', None), ('pastries', None)]"
"the staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.","[('staff', None), ('bar', None), ('menu', None), ('drinks', None)]"
the makhani was ok --the korma was bland.,"[('korma', None), ('makhani', None)]"
the food is inventive but still keeps traditional indian flavoring.,"[('flavoring', None), ('food', None)]"
all i can say is wow!,"[('i', None), ('wow', None)]"
"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.","[('service', None), ('clientele', None)]"
"the decor in this place is very diner-ish and the kind of place you expect in the east village - not romantic, just simple, small and sparse.","[('decor', None), ('place', None)]"
this is a cute place and could be good but they need to get their act together.,"[('place', None), ('act', None)]"
the lox is always fresh too.,"[('lox', None), ('fresh', None)]"
"sure enough, exactly 30 minutes later we got the call and were seated promptly.","[('seated', None), ('call', None)]"
service was very friendly.,"[('service', None), ('food', None)]"
so all i'm trying to say is this restaurant is by far the best thai food restaurant i've ever been to.,"[('thai food', None), ('thai food', None)]"
food was ok - fish was cooked well.,"[('fish', None), ('food', None)]"
we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food.,"[('chinese food', None), ('wait', None)]"
the duck confit is always amazing and the foie gras terrine with figs was out of this world.,"[('foie gras terrine with figs', None), ('duck confit', None)]"
"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.","[('staff', None), ('cafe noir', None)]"
the service does sometimes lack focus and it is not ideal if you are in a hurry but i have never been treated rudely.,"[('service', None), ('wait', None)]"
"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","[('menu', None), ('reservations', None)]"
the staff offers impeccable service.,"[('staff', None), ('service', None)]"
the catch is that you are charged extra for anything that you leave on your plate so don't be a greedy pig!,"[('plate', None), ('pig', None)]"
we ended our great experience by having gulab jamun (dessert) recommended by the waiter.,"[('waiter', None), ('gulab jamun (dessert)', None)]"
wont come back again for sure!,"[('re', None), ('a', None)]"
i went to utsav about a yr ago with my family.,"[('family', None), ('utsav', None)]"
"this place doesn't compare with mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.","[('quality', None), ('price', None), ('value', None)]"
"the place is sleek, modern and playfull and i will return again frequently.","[('place', None), ('place', None)]"
"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.","[('prices', None), ('food', None)]"
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,"[('meal', None), ('brioche', None), ('lollies', None)]"
"after being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.","[('table', None), ('three', None)]"
and the bill was outragous.,"[('bill', None), ('outragous', None)]"
"the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced.","[('service', None), ('wine list', None), ('food', None)]"
"kind, attentive wait staff.","[('wait staff', None), ('menu', None)]"
bon appettite!!,"[('appettite', None), ('sa', None)]"
salads were fantastic.,"[('salads', None), ('food', None)]"
the owners and employees are friendly and their pizza is fantastic.,"[('pizza', None), ('owners', None), ('employees', None)]"
"la rosa waltzes in, and i think they are doing it the best.","[('rosa', None), ('waltzes', None)]"
"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.","[('fries', None), ('food', None), ('mussels in spicy tomato sauce', None)]"
the food is authentic italian - delicious!,"[('food', None), ('italian', None)]"
"a great addition to smith street: finally, a place that's not pretentious and filled with women wearing ugg boots.","[('ugg boots', None), ('place', None)]"
skip dessert.,"[('dessert', None), ('wait', None)]"
we spent $200 in this place and left hungry and very disappointed.,"[('place', None), ('meal', None)]"
it is simply amazing.,[]
i complete the total bagel experience by having it lightly toasted.,"[('bagel', None), ('experience', None)]"
it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,"[('servers', None), ('hang out', None)]"
i liked this place the first time but doubt i will ever return.,"[('place', None), ('time', None)]"
the service is good and ambience is good for a date or group outing.,"[('service', None), ('ambience', None)]"
a great way to make some money is to buy a case of snapple from costco and sell it right outside for only $2.50.,"[('costco', None), ('snapple', None)]"
it's all about the food !!,"[('food', None), ('wait', None)]"
fast service.,"[('service', None), ('price', None)]"
"skip this restaurant, it's a big disappointment.","[('wait', None), ('restaurant', None)]"
"the staff is excellent, specjal: that girl behind the bar, european chic.","[('staff', None), ('bar', None)]"
"stick with the chicken, beef, and lamb dishes.","[('beef', None), ('lamb dishes', None), ('chicken', None)]"
"the service was bad, the food took to forever to come, we sat on the upper level.","[('service', None), ('food', None)]"
"we a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.","[('care', None), ('quality', None), ('food', None)]"
always full with tourists (especially because of it's close proximity to rockefeller center).,"[('center', None), ('tourists', None)]"
"the decor is nice, but more casual than fine dining.","[('decor', None), ('dining', None)]"
this restaurant is a wonderful place to go many times and it is reasonably priced.,"[('priced', None), ('place', None)]"
"bravo, blue hill!","[('hill', None), ('bravo', None)]"
"conveniently located too, being right on bedford ave.","[('ave', None), ('located', None)]"
my friends and i came across this place while walking in the village.,"[('village', None), ('place', None)]"
"bottom line: b+ for the food, f for the service.","[('service', None), ('food', None)]"
the only thing the waiters don't do for you is wipe your chin when you leave.,"[('waiters', None), ('chin', None)]"
this place is to be avoided.,"[('place', None), ('place', None)]"
"stick to dimsum, not super overpriced noodles.","[('noodles', None), ('dimsum', None)]"
the service is fine and they allow you to enjoy the view.,"[('service', None), ('view', None)]"
my sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,"[('restaurant', None), ('students', None)]"
"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.","[('staff', None), ('place', None)]"
"at 6:30, we were the third party there.","[('party', None), ('6:30', None)]"
delicious simple food in nice outdoor atmosphere.,"[('atmosphere', None), ('food', None)]"
i will definetly be going back.,"[('i', None), ('back', None)]"
"no, really.",[]
"the food is good, but very expensive for the casualness of it.","[('casualness', None), ('food', None)]"
the only fallback on this restaurant is the prices.,"[('prices', None), ('restaurant', None)]"
i've been to naples 45 for dinner twice.,"[('dinner', None), ('naples', None)]"
the hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,"[('sour soup', None), ('pepper', None)]"
i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).,"[('place', None), ('andy', None)]"
try sushimi cucumber roll.,"[('sushimi cucumber roll', None), ('sushimi cucumber roll', None)]"
i'm saving up for my next visit.,"[('next', None), ('visit', None)]"
the food is delicious.,"[('food', None), ('flavor', None)]"
their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,"[('glass', None), ('wines by the glass', None)]"
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"[('staff', None), ('ambience', None)]"
amma is nothing special.,"[('amma', None), ('food', None)]"
yeah shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,"[('shanghai', None), ('salt', None)]"
"believe us, we've been eating sushi for over 15 yrs.","[('sushi', None), ('yrs', None)]"
"worth it for a special occasion, or any time!","[('occasion', None), ('time', None)]"
the atmosphere is much better than sripraphai (more modern and sleek).,"[('atmosphere', None), ('sripraphai', None)]"
i recommend to anyone who wants to dress up and impress the lady.,"[('lady', None), ('dress', None)]"
"the food is outstanding and the service is quick, friendly and very professional.","[('service', None), ('food', None)]"
"the bagels always warm, soft on the inside, crispy on the outside and enormous in size.","[('bagels', None), ('size', None)]"
"i had a late dinner at lucky stike, a great name for a joint if ever i saw one.","[('dinner', None), ('stike', None)]"
"been there, done that, and new york, it's not that big a deal.","[('new york', None), ('deal', None)]"
definitely a once a year treat that i look forward to around the holidays!,"[('treat', None), ('holidays', None)]"
service is fast and friendly.,"[('service', None), ('food', None)]"
from an english speaking staff.,"[('staff', None), ('english', None)]"
"anyhow, we were able to sit as long as we wanted and chat, which was nice.","[('chat', None), ('sit', None)]"
and they have these home made potato chips at the bar that are the most delicious things in the world!,"[('bar', None), ('potato chips', None)]"
a defitely must visit.,"[('defitely', None), ('place', None)]"
my husband and i enjoyed each of the 6 taste size portions and left completely full.,"[('portions', None), ('taste', None)]"
"i went here with a friend on a whim, we went someplace else first and couldn't get a table.","[('table', None), ('whim', None)]"
"we all ate pasta entre'es, which were great.","[(""pasta entre'es"", None), (""pasta entre 'es"", None)]"
my friends and i showed up on a sat.,"[('sat', None), ('food', None)]"
the steak was excellent and one of the best i have had (i tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,"[('steak', None), ('flavor', None), ('meat', None)]"
great experience overall.,"[('experience', None), ('overall', None)]"
perfect for dates!,"[('dates', None)]"
the food was boring and expensive.,"[('food', None), ('price', None)]"
"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","[('ambience', None), ('lunch', None)]"
terrific menu full of unique rolls and special dishes.,"[('rolls', None), ('menu', None), ('dishes', None)]"
the service is ok but could be better.,"[('service', None), ('price', None)]"
"we love the food, drinks, and atmosphere!","[('drinks', None), ('atmosphere', None), ('food', None)]"
i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,"[('service', None), ('restaurant', None)]"
(i've ordered from the 2nd ave.,"[('ave', None), ('order', None)]"
"nothing against a good sales call, but the tactics at amma are just too obvious.","[('sales call', None), ('tactics', None)]"
"went on a 3 day oyster binge, with fish bringing up the closing, and i am so glad this was the place it o trip ended, because it was so great!","[('place', None), ('fish', None)]"
"took my mom for mother's day, and the maitre d' was pretty rude.","[('maitre', None), ('day', None)]"
my husband and i have been there a couple of times and each time we sat at the sushi bar (chef yoshi) and ordered everything ala carte.,"[('sushi bar', None), ('chef', None)]"
"the vibe is very relaxed and cozy, service was great and the food was excellent!","[('service', None), ('vibe', None), ('food', None)]"
"if the weather is nice, try to snag an outside table.","[('table', None), ('weather', None)]"
"if you are looking for a good quality, cheap eats - this is the place.","[('quality', None), ('eats', None)]"
"however, for what we spent, overall, it just was not up to par.","[('money', None), ('experience', None)]"
the service was friendly and the atmosphere was casual.,"[('service', None), ('atmosphere', None)]"
a friend from seattle and i went on a thursday night around 8:30.,"[('thursday', None), ('8:30', None)]"
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,"[('bagels', None), ('freeze', None)]"
"i recommend their pad see ew, pork chops or tofu plates.","[('pad', None), ('pork chops', None)]"
never in my life did i think that i could be satisfied both in taste and in quantity for $3.00 in nyc.,"[('taste', None), ('quantity', None)]"
"this is the best secret place in midtown', i heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last tuesday.","[('drinks', None), ('steak with portobello mushrooms', None), ('place', None)]"
the service was excellent - friendly and attentive.,"[('service', None), ('room', None)]"
"the main course had an average portion, and was decent overall.","[('portion', None), ('main course', None)]"
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,"[('surroundings', None), ('cocktails', None)]"
"just remember, the later you go, the longer you may have to wait.","[('wait', None), ('food', None)]"
"waitstaff is great, very attentive.","[('waitstaff', None), ('attention', None)]"
i live in the neightborhood and am a regular.,"[('neightborhood', None), ('i', None)]"
the dinner menu is diverse and top-notch as well.,"[('dinner menu', None), ('quality', None)]"
it is what modern cuisine is all about.,"[('cuisine', None), ('modern cuisine', None)]"
"in any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.","[('pricey side', None), ('restaurant', None)]"
i definitely will go back.,"[('i', None), ('back', None)]"
"i don't like indian food too much and this was delicious, however you want to factor that into the equation.","[('indian food', None), ('equation', None)]"
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.","[('dishes', None), ('heaven', None)]"
finally!,"[('final', None)]"
"forget the rush and the wait and the noise (which isn't actually that bad), i mean please, who goes to a steakhouse to be coddled and romantic?","[('wait', None), ('noise', None), ('steakhouse', None)]"
"having hunted around for a quiet, romantic, yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot.","[('la lanterna', None), ('restaurant', None)]"
i've never been disappointed.,"[('i', None), ('a', None)]"
i won't go back unless someone else is footing the bill.,"[('bill', None), ('person', None)]"
"we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze (they told me that if i call in the order, they'd bring it out to the car so i wouldn't have to look for parking).","[('bagels', None), ('parking', None)]"
"from the street it looks very hidden, and is actually an old warehouse.","[('warehouse', None), ('street', None)]"
jimmy's is hands down the hottest night spot in the bronx.,"[('spot', None), ('bronx', None)]"
and i would have to agree with the masses in terms of service - delivery is their achilles' heel.,"[('service', None), ('delivery', None)]"
my boyfriend and i have been to the minnow four times now and we have consistently been impressed.,"[('minnow', None), ('food', None)]"
"the $300 bill was a bit steep, but the experience was great.","[('experience', None), ('bill', None)]"
"i wouldn't mind going back some time, but not before trying others nearby.","[('time', None), ('others', None)]"
"nice ambiance, nice little bar, good bartender, francois, and good service.","[('bartender', None), ('service', None), ('ambiance', None)]"
i found this restaurant to be one that truly values its patrons.,"[('patrons', None), ('restaurant', None)]"
"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.","[('duck noodles', None), ('calamari', None), ('sauce', None)]"
i would definitely go back -- if only for some of those exotic martinis on the blackboard.,"[('martinis', None), ('blackboard', None)]"
"for some reason the place was empty when we got in and remained so for the entire evening, i don't understand why but we had a blast and will definately go back the next time we are in the area.","[('place', None), ('evening', None)]"
simple comfort food and what hot and lage portions.,"[('portions', None), ('comfort food', None)]"
but i just would like to say i read the reviews people left and thats why i checked it out.,"[('reviews', None), ('place', None)]"
"stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.","[('rice', None), ('menu', None), ('avocado', None)]"
"i've eaten at pizza gruppo a few times, but more often i order delivery.","[('pizza', None), ('delivery', None)]"
we didn't get drink refills and she didn't even offer us the option of dessert.,"[('drink', None), ('dessert', None)]"
beautiful experience.,"[('experience', None), ('food', None)]"
the bagels are also reasonably priced for nyc.,"[('priced', None), ('bagels', None)]"
"if you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.","[('dinner', None), ('table', None)]"
decor leaves something to be desired.,"[('decor', None)]"
jimmy is dominican!,"[('jimmy', None), ('dominican', None)]"
"also, specify if you like your food spicy- its rather bland if you don't.","[('food', None), ('flavor', None)]"
"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.","[('prices', None), ('waiter', None), ('food', None)]"
coming from boston this place is like emma's pizza in kendall square in cambridge (although they have more funky toppings!),"[('pizza', None), ('toppings', None)]"
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time","[('meal', None), ('lobster tails', None)]"
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.","[('desserts', None), ('espresso cup filled with chocolate mousse', None)]"
"i've been to this restaurant more than a dozen times and when i'm craving for pho, lemon grass chicken or beef cube on rice, this is the place to go.","[('beef cube', None), ('rice', None), ('lemon grass chicken', None)]"
"oh yes, and if you are a fan of indian oldies film stars, there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls, some of which, i would love to know where they obtained.","[('black white', None), ('indian actors', None), ('portraits', None)]"
"the food is spectacular, from the appitizers to the main course, and then of course the desserts, (wow) you'll need no more.","[('desserts', None), ('appitizers', None), ('food', None)]"
the neighborhood was nice though so check out another restaurant instead.,"[('neighborhood', None), ('restaurant', None)]"
my fish was delicious in an incredible curry sauce.,"[('curry sauce', None), ('fish', None)]"
if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz's deli down on the lower east side.,"[('nyc deli', None), ('katz', None)]"
"even upon delivery, their juicy pork buns are quite good . .","[('pork buns', None), ('delivery', None)]"
this is also where i was from.,"[('i', None), ('place', None)]"
everything is for sale in here including the sculptured iron statue on the table.,"[('table', None), ('sculptured iron statue', None)]"
"average to good thai food, but terrible delivery.","[('delivery', None), ('thai food', None)]"
the space is nice but when we order our drink we were in for a surprise.,"[('drink', None), ('space', None)]"
the entire place and the treatment we received felt as a conveyor belt.,"[('treatment', None), ('place', None)]"
joe's pizza used to have the best slice until this pizzeria opened up.,"[('pizza', None), ('slice', None)]"
i in all reality felt as if i had just gotten off air france and was in the 8th district in paris.,"[('air', None), ('district', None)]"
i have never had anything like it!,"[('i', None), ('a', None)]"
"yeah the crowd can take it a bit seriously, but it shouldn't.","[('crowd', None), ('food', None)]"
and they provided a delicious dessert on the house!,"[('dessert', None), ('house', None)]"
"they are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.","[('answering machine', None), ('reservation', None)]"
"the food is amazing, rich pastas and fresh doughy pizza.","[('pizza', None), ('food', None)]"
"food was very good, but not what i would consider out of this world.","[('food', None), ('world', None)]"
i had lobster bisque it has 2 oz. of maine lobster in it.,"[('lobster bisque', None), ('maine lobster', None)]"
"i am indian, and i have tried many indian places in ny.","[('places', None), ('indian', None)]"
"try the pad thai, it's fabulous and their prices are so cheap!","[('prices', None), ('pad thai', None)]"
"on a recent saturday night, i was with a group of 5 at the bread bar.","[('bar', None), ('bread', None)]"
food is great and inexpensive.,"[('food', None), ('price', None)]"
the price very reasonable.,"[('price', None), ('food', None)]"
"dessert - can't be missed, so save room!!!","[('dessert', None), ('room', None)]"
"it can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.","[('treat', None), ('food', None)]"
"take a good sense of humor,an american express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road","[('lollipop', None), ('american express card', None), ('marketing materials', None)]"
ingredients are organic which is a real plus for me.,"[('ingredients', None), ('food', None)]"
it was so bad i actually refused to pay for my food.,"[('food', None), ('price', None)]"
i recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,"[('prices', None), ('cuisine', None)]"
"this is, by far, my favorite restaurant in nyc and i only wish it were more affordable so i could go more often!","[('restaurant', None), ('price', None)]"
"the staff was very attentive, the ambience lovely, and the food superb.","[('staff', None), ('ambience', None), ('food', None)]"
"i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.","[('cuisine', None), ('food', None)]"
the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,"[('pizza and wine', None), ('service', None), ('backyard dining area', None)]"
the frankenstein show was the best.,"[('frankenstein', None), ('show', None)]"
"the waiters are sweet, the food is tasty and the bill is never too large.","[('waiters', None), ('food', None)]"
"as a fan of thai, i have tried quite a few different restaurants in nyc and this one was definitely the worst.","[('thai', None), ('restaurants', None)]"
"the service was superb, they treat you like family.","[('service', None), ('family', None)]"
"we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food.","[('menu', None), ('food', None)]"
"it only took about five or so minutes to get an empty table, but standing up wasn't too bad.","[('table', None), ('standing', None)]"
"the menu may be small, but everything on it is delicious.","[('menu', None), ('food', None)]"
too bad latin quarters closed.,"[('latin quarters', None), ('closed', None)]"
they had scrapped the bottom of the vessel in which they make the rice -result - we had large chunks of burnt rice in our serving bowl.,"[('bowl', None), ('portion', None), ('rice', None)]"
it was divine melts in your mouth.,"[('mouth', None), ('food', None)]"
stumbled upon this gem of a pizza place and i will be going back frequently.,"[('pizza', None), ('place', None)]"
i live a block away and go to patsy's frequently.,"[('patsy', None), ('block', None)]"
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but i thought a bit overpriced.","[('dessert', None), ('espresso', None), ('chocolate cake', None)]"
"when i visited my friend who lives in the upper eastside, she recommended that we go to this restaurant.","[('eastside', None), ('restaurant', None)]"
"warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).","[('surroundings', None), ('dining rooms', None)]"
we ran a little late for the reservation but it wasn't a problem to get our table immediately.,"[('table', None), ('reservation', None)]"
kudos haru,"[('haru', None)]"
we arrived on time for our reservation and seated promptly.the,"[('seated', None), ('reservation', None)]"
i plan on eating here more often.,"[('eat', None), ('food', None)]"
"i would definitely go back for a very special occasion, but not for regular fine dining.","[('dining', None), ('occasion', None)]"
"the well mannered, pleasant staff that tony has in his employ.","[('staff', None), ('mannered', None)]"
the flavors robust and subtle.,"[('flavors', None), ('subtle', None)]"
i came here for my friend's birthday and keep coming back ever since.,"[('birthday', None), ('n', None)]"
"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.","[('quality', None), ('oysters', None)]"
"i would never wait for a table to eat, it just is not that great.","[('table', None), ('wait', None)]"
"we concluded with tiramisu chocolate cake, both were delicious.","[('tiramisu chocolate cake', None), ('tiramisu chocolate cake', None)]"
the counter service is bad.,"[('counter service', None), ('counter service', None)]"
i had a grat time at jekyll and hyde!,"[('time', None), ('jekyll', None)]"
"service here was great, food was fantastic.","[('service', None), ('food', None)]"
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.","[('neighborhood', None), ('trip', None)]"
"this is such a lovely, peaceful place to eat outside.","[('place', None), ('eat', None)]"
and we were thouroughly disapointed.,"[('thouroughly', None), ('a', None)]"
this is the jackel and hideof the restaurants on the ues.,"[('jackel', None), ('restaurants', None)]"
the sauce is delicious and the crust is perfect.,"[('crust', None), ('sauce', None)]"
"this is a great place to take out-of-towners, and perfect for watching the sunset.","[('sunset', None), ('place', None)]"
since my first dinner i have had the chance to have brunch at orsay 3x.,"[('dinner', None), ('brunch', None)]"
"you will pay a lot for the decore, but the food is no better or worse than a lot of other chinese and asian fusion places in ny.","[('decore', None), ('food', None)]"
they have some great entrees here as well.,"[('entrees', None), ('entrees', None)]"
"our teenage kids love it, too.","[('kids', None), ('tai', None)]"
the service is not consistently excellent -- just decent.,"[('service', None), ('quality', None)]"
"the food, served in small tasting portions (as an option) is very good with each dish being better than the next.","[('portions', None), ('food', None)]"
you guys are awesome!,"[('guys', None)]"
"they do cater to american palates, but if you like it hot let them know and they are more than willing to oblige!","[('palates', None), ('american', None)]"
i loved this place!!,"[('place', None), ('place', None)]"
i had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,"[('presentation', None), ('mango chicken', None)]"
i care more about the food and ambience.,"[('ambience', None), ('food', None)]"
"oh, but wait, we were out of drinks (which were also delightfully overpriced).","[('drinks', None), ('wait', None)]"
avoid at all costs.,"[('cost', None), ('avoiding', None)]"
i would highly recommend this place to everyone for any occasion!,"[('place', None), ('occasion', None)]"
the service is fantastic.,"[('service', None), ('food', None)]"
i recommend that you try this hidden spot which will surely blowup very soon,"[('spot', None)]"
the garlic mashed potatoes are hands down the best in the city!,"[('garlic mashed potatoes', None), ('city', None)]"
food and service was okay.,"[('service', None), ('food', None)]"
"great for a romantic evening, or a fun evening with friends...","[('evening', None), ('friends', None)]"
the lamb meat was under-cooked and extrmely chewy.,"[('lamb meat', None), ('under-cooked', None)]"
the best pad thai i've ever had.,"[('pad thai', None), ('asian', None)]"
"over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.","[('service', None), ('food quality', None)]"
great pizza and fantastic service.,"[('pizza', None), ('service', None)]"
