text,labs
my children won't even use it for their school work.,[]
it has everything i would need for a home computer.,[]
"they informed me that i had around 7 ""policies"" or viruses on it.",[]
"they don t translate from a mac, even on word, resulting in a ton of run-on sentences.",[]
summary: they played games with me for the warranty period.,[]
"without a big ol' clunky machine in my backpack, i feel like i can do programming homework anywhere.",[]
"otherwise, i love it!",[]
having someone give you a quick tour of how to's is the best.,[]
at 16 months it started shutting off after only 5 or 10 minutes.,[]
"seems to slow down occassionally but can run many applications (ie internet tabs, programs, etc) simultaneously.",[]
i can't imagine my life without it anymore!,[]
unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,[]
i baby my electronics so i know for a fact it was defective and not anything that i did to it.,[]
"the fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",[]
3 weeks went by and the computer keeps crashing and will not open any applications.,[]
not to mention sometimes the whole charger unit will decide not to work entirely.,[]
"i have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",[]
"i am not sure if it was the drive itself, however;",[]
"so i called, again.",[]
stay away from envy.,[]
-got it back 3 months later,[]
"when i turned it on, nothing.",[]
i should have checked this before i installed my applications.,[]
had some trouble finding a case that it would fit in.,[]
comes with imovie;,[]
i can not even read what i am writing half of the time.,[]
they freeze all the time.,[]
"this one, in my opinion, might be a lemon!",[]
even though i had the receipt in front of me proving it still had 2 months left on the warranty.,[]
not even safe mode boots.,[]
the powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,[]
"took me 11 hours, 3 trips to different fedex offices, and brutal conversations with 14 of the worse it support technicians in the world.",[]
"one year of trying to fix the computer by myself, with help of friends, and even help from computer experts i have given up on trying to fix it.",[]
it all just makes sense.,[]
2) blue screen first month,[]
i love it so much.,[]
you can't even get a satellite card which is why i bought to begin with.,[]
i use it now more than i even thought i would.,[]
"do yourself a favor, this is not a fake story trying to hurt alienware...",[]
"long story, but after many calls to various offices, i was told that no one can override the depot and that managers don't take phone calls or e/mails.",[]
"i can throw anything at it (and i do), pictures, video editing, schoolwork.",[]
the two of us use it regularly.,[]
just a bunch of idiots who's english as a 5th language is forced at best.,[]
"no luck, although i waited for hours on the phone-visited machouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",[]
they had me send in the machine last april returned it to me in may with no documentation on what was done it anything.,[]
5) cut my losses and sold it for parts,[]
all i can say is w-o-w.,[]
he has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,[]
i have loved this since i took it out of the box.,[]
"so far, so good.",[]
this comes in very handy for me as an educator.,[]
it's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,[]
it started out getting hot after only a few months.,[]
"the best thing is even while doing almost ten or twenty things at once, it never slows down.",[]
because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,[]
"can't close the 2nd hdd bay since there are brackets you have to break off (even then, it still doesn't shut) that could be a major flaw for the dual hdd user.",[]
"from the start, when you open the box you see a completely different class of machine.",[]
"the leather carrying case, keyboard and mouse arrived in two days from memphis warehouse.",[]
very very disappointed!,[]
"thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what i mean.",[]
again.,[]
"to this day, there are none.",[]
i setup my password last night with the password on my other computer.,[]
it's now all commodity hardware.,[]
-they reported that the computer is in their headquarters.,[]
i would like to use a different operating system altogether.,[]
i have a business website and every time i have to change something i have to go to the public library to use a pc.,[]
